release,date,author,status,maturity,version,first,distribution,abstract
Data-Dumper-2.182,2021-06-30T09:36:34,NWCLARK,cpan,released,2.182,,Data-Dumper,"stringified perl data structures, suitable for both printing and eval"
Acme-ELLEDNERA-Utils-0.04,2021-06-30T07:52:51,ELLEDNERA,latest,released,0.04,,Acme-ELLEDNERA-Utils,"Done for the sake of learning how to create modules :)"
Tree-Term-20210631,2021-06-30T06:36:52,PRBRENAN,backpan,released,20210631,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
Release-Checklist-0.13,2021-06-30T06:34:02,HMBRAND,cpan,released,0.13,,Release-Checklist,"A QA checklist for CPAN releases"
Tree-Term-20210630,2021-06-30T06:14:46,PRBRENAN,backpan,released,20210630,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
Tree-Term-20210629,2021-06-30T04:58:44,PRBRENAN,backpan,released,20210629,1,Tree-Term,"Create a parse tree from an array of terms representing an expression."
Tree-Multi-20210629,2021-06-30T04:58:33,PRBRENAN,latest,released,20210629,,Tree-Multi,"Multi-way tree in Pure Perl with an even or odd number of keys per node."
Nasm-X86-20210629,2021-06-30T04:58:21,PRBRENAN,backpan,released,20210629,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Table-Text-20210629,2021-06-30T04:58:13,PRBRENAN,cpan,released,20210629,,Data-Table-Text,"Write data in tabular text format"
Astro-FITS-CFITSIO-FileName-0.04,2021-06-30T04:56:46,DJERIUS,cpan,released,0.04,,Astro-FITS-CFITSIO-FileName,"parse and generate CFITSIO extended file names."
PLS-0.8-1,2021-06-30T02:44:21,MREISNER,cpan,released,0.8,,PLS,"Perl Language Server"
PLS-0.8,2021-06-30T01:50:14,MREISNER,backpan,released,0.8,,PLS,"Perl Language Server"
App-TouchscreenUtils-0.002,2021-06-30T00:05:11,PERLANCAR,latest,released,0.002,,App-TouchscreenUtils,"CLI utilities related to touchscreen"
App-sdview-0.02,2021-06-29T21:11:39,PEVANS,cpan,released,0.02,,App-sdview,"a terminal document viewer for POD and other syntaxes"
Finance-Quote-1.51_01,2021-06-29T20:13:24,BPSCHUCK,cpan,developer,1.51,,Finance-Quote,"Get stock and mutual fund quotes from various exchanges"
CPAN-FindDependencies-3.06,2021-06-29T19:26:18,DCANTRELL,cpan,released,3.06,,CPAN-FindDependencies,"generate reports when modules' dependencies get new releases"
Astro-SpaceTrack-0.145_01,2021-06-29T17:42:38,WYANT,backpan,developer,0.145_01,,Astro-SpaceTrack,"Download satellite orbital elements from Space Track"
App-ReportPrereqs-0.005,2021-06-29T17:12:05,SKIRMESS,cpan,released,0.005,,App-ReportPrereqs,"report prerequisite versions"
App-traveller-1.01,2021-06-29T15:48:01,SCHROEDER,latest,released,1.01,,App-traveller,"a webserver that serves Traveller RPG maps"
Search-Indexer-1.00,2021-06-29T15:26:16,DAMI,cpan,released,1.00,,Search-Indexer,"full-text indexer"
Data-Dumper-2.181_50,2021-06-29T10:42:11,NWCLARK,cpan,developer,2.181_50,,Data-Dumper,"stringified perl data structures, suitable for both printing and eval"
HTML5-DOM-1.23,2021-06-29T09:20:15,ZHUMARIN,cpan,released,1.23,,HTML5-DOM,"Super fast html5 DOM library with css selectors (based on Modest/MyHTML)"
HTML5-DOM-1.22,2021-06-29T09:02:40,ZHUMARIN,cpan,released,1.22,,HTML5-DOM,"Super fast html5 DOM library with css selectors (based on Modest/MyHTML)"
SPVM-0.9009,2021-06-29T07:13:05,KIMOTO,cpan,released,0.9009,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
SPVM-0.9008,2021-06-29T06:22:51,KIMOTO,cpan,released,0.9008,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Require-Util-0.001,2021-06-29T02:59:26,PERLANCAR,latest,released,0.001,1,Require-Util,"Utilities related to require()"
Business-CompanyDesignator-0.15,2021-06-29T02:17:23,GAVINC,cpan,released,0.15,,Business-CompanyDesignator,"module for matching and stripping/manipulating the company designators appended to company names"
Module-Generic-v0.15.3,2021-06-29T02:13:35,JDEGUEST,cpan,released,v0.15.3,,Module-Generic,"Generic Module to inherit from"
App-Licensecheck-v3.2.1,2021-06-29T01:49:19,JONASS,cpan,released,v3.2.1,,App-Licensecheck,"simple license checker for source files"
Module-Features-Dummy-0.004,2021-06-29T00:05:31,PERLANCAR,latest,released,0.004,,Module-Features-Dummy,"Dummy feature set, for testing"
Pod-Simple-3.43,2021-06-28T21:11:50,KHW,latest,released,3.43,,Pod-Simple,"framework for parsing Pod"
Net-FullAuto-1.0000605,2021-06-28T20:33:03,REEDFISH,backpan,released,1.0000605,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
Devel-ebug-HTTP-0.33,2021-06-28T19:44:41,PLICEASE,backpan,released,0.33,,Devel-ebug-HTTP,"A web front end to a simple, extensible Perl debugger"
Lab-Measurement-3.760,2021-06-28T19:44:30,AKHUETTEL,cpan,released,3.760,,Lab-Measurement,"Test and measure with Perl"
Dist-Zilla-PluginBundle-MAXMIND-0.84,2021-06-28T19:26:26,MAXMIND,latest,released,0.84,,Dist-Zilla-PluginBundle-MAXMIND,"MAXMIND's plugin bundle"
WebService-PayPal-PaymentsAdvanced-0.000027,2021-06-28T19:05:10,MAXMIND,latest,released,0.000027,,WebService-PayPal-PaymentsAdvanced,"A simple wrapper around the PayPal Payments Advanced web service"
App-colsummary-0.058,2021-06-28T17:10:16,TULAMILI,cpan,released,0.058,,App-colsummary,
HTTP-Message-6.33,2021-06-28T17:10:05,OALDERS,latest,released,6.33,,HTTP-Message,"HTTP style message (base class)"
App-csel-0.120,2021-06-28T16:55:54,TULAMILI,latest,released,0.120,,App-csel,
App-freq-0.120,2021-06-28T16:46:46,TULAMILI,cpan,released,0.120,,App-freq,
App-Bin4TSV-9-0.111,2021-06-28T16:31:20,TULAMILI,latest,released,0.111,,App-Bin4TSV-9,
App-Bin4TSV-9-0.110,2021-06-28T16:12:06,TULAMILI,cpan,released,0.110,1,App-Bin4TSV-9,
Text-Table-Read-RelationOn-Tiny-v2.1.0,2021-06-28T15:21:17,AAHAZRED,latest,released,v2.1.0,,Text-Table-Read-RelationOn-Tiny,"Read binary ""relation on (over) a set"" from a text table."
Indent-Form-0.07,2021-06-28T14:50:41,SKIM,latest,released,0.07,,Indent-Form,"A perl module for form indenting."
IPC-Shareable-1.04,2021-06-28T14:47:44,STEVEB,cpan,released,1.04,,IPC-Shareable,"Use shared memory backed variables across processes"
SNMP-Info-3.73,2021-06-28T14:13:20,OLIVER,cpan,released,3.73,,SNMP-Info,"OO Interface to Network devices and MIBs through SNMP"
App-HL7-Dump-0.04,2021-06-28T13:17:31,SKIM,latest,released,0.04,,App-HL7-Dump,"Distribution for hl7dump script."
Script-Singleton-0.01,2021-06-28T13:08:21,STEVEB,cpan,released,0.01,1,Script-Singleton,"Ensure only a single instance of a script can run"
Indent-0.08,2021-06-28T12:45:01,SKIM,latest,released,0.08,,Indent,"Classes for indent handling."
Acme-ELLEDNERA-Utils-0.03,2021-06-28T08:03:27,ELLEDNERA,cpan,released,0.03,,Acme-ELLEDNERA-Utils,"Done for the sake of learning how to create modules :)"
Acme-ELLEDNERA-Utils-0.02,2021-06-28T07:50:31,ELLEDNERA,backpan,released,0.02,,Acme-ELLEDNERA-Utils,"Done for the sake of learning :)"
SNMP-Info-3.72,2021-06-28T07:37:58,OLIVER,cpan,released,3.72,,SNMP-Info,"OO Interface to Network devices and MIBs through SNMP"
Acme-ELLEDNERA-Utils-0.01,2021-06-28T06:10:39,ELLEDNERA,backpan,released,0.01,1,Acme-ELLEDNERA-Utils,"Done for the sake of learning :)"
Dist-Zilla-PluginBundle-RJBS-5.019,2021-06-28T02:15:32,RJBS,cpan,released,5.019,,Dist-Zilla-PluginBundle-RJBS,"BeLike::RJBS when you build your dists"
Dist-Zilla-6.022,2021-06-28T01:39:45,RJBS,cpan,released,6.022,,Dist-Zilla,"distribution builder; installer not included!"
Dist-Zilla-6.021,2021-06-28T01:33:15,RJBS,cpan,released,6.021,,Dist-Zilla,"distribution builder; installer not included!"
ToolSet-Math-1.001,2021-06-28T00:12:13,GLAI,latest,released,1.001,1,ToolSet-Math,"Bring in common math functions and constants."
Module-Features-Dummy-0.003,2021-06-28T00:06:12,PERLANCAR,backpan,released,0.003,,Module-Features-Dummy,"Dummy feature set, for testing"
PLS-0.7,2021-06-28T00:04:45,MREISNER,cpan,released,0.7,,PLS,"Perl Language Server"
PLS-0.6,2021-06-27T23:59:43,MREISNER,cpan,released,0.6,,PLS,"Perl Language Server"
PLS-0.5,2021-06-27T23:39:34,MREISNER,cpan,released,0.5,,PLS,"Perl Language Server"
PLS-0.4,2021-06-27T23:28:09,MREISNER,cpan,released,0.4,,PLS,"Perl Language Server"
PLS-0.3,2021-06-27T23:14:08,MREISNER,cpan,released,0.3,,PLS,"Perl Language Server"
PLS-0.2,2021-06-27T23:06:03,MREISNER,cpan,released,0.2,,PLS,"Perl Language Server"
PLS-0.1,2021-06-27T23:00:49,MREISNER,cpan,released,0.1,1,PLS,"Perl Language Server"
Net-FullAuto-1.0000604,2021-06-27T22:45:59,REEDFISH,backpan,released,1.0000604,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
Text-Table-Read-RelationOn-Tiny-v2.0.1,2021-06-27T18:45:59,AAHAZRED,cpan,released,v2.0.1,,Text-Table-Read-RelationOn-Tiny,"Read binary ""relation on (over) a set"" from a text table."
mb-0.30,2021-06-27T18:07:51,INA,cpan,released,0.30,,mb,"run Perl script in MBCS encoding (not only CJK ;-)"
Net-Async-Spotify-0.001,2021-06-27T16:20:25,VNEALV,latest,released,0.001,1,Net-Async-Spotify,"Interaction with spotify.com API"
Minion-Backend-API-1.00,2021-06-27T14:30:19,LTM,latest,released,1,,Minion-Backend-API,"API Rest backend"
App-RegexpPatternUtils-0.006,2021-06-27T13:14:17,PERLANCAR,latest,released,0.006,,App-RegexpPatternUtils,"CLI utilities related to Regexp::Pattern"
Perinci-Sub-To-CLIDocData-0.295,2021-06-27T13:11:22,PERLANCAR,backpan,released,0.295,,Perinci-Sub-To-CLIDocData,"From Rinci function metadata, generate structure convenient for producing CLI documentation (help/usage/POD)"
Sendmail-AbuseIPDB-0.21,2021-06-27T11:55:25,TTNDY,cpan,released,0.21,,Sendmail-AbuseIPDB,"API access for IP address abuse database"
Regexp-Compare-0.33,2021-06-27T05:39:15,VBAR,latest,released,0.33,,Regexp-Compare,"partial ordering for regular expressions"
Mojolicious-Plugin-Model-DB-1.03,2021-06-27T03:56:02,LTM,cpan,released,1.03,,Mojolicious-Plugin-Model-DB,"It is an extension of the module Mojolicious::Plugin::Model"
Finance-Quote-1.50,2021-06-27T03:53:08,BPSCHUCK,cpan,released,1.50,,Finance-Quote,"Get stock and mutual fund quotes from various exchanges"
Mojolicious-Plugin-Model-DB-1.02,2021-06-27T03:30:07,LTM,cpan,released,1.02,,Mojolicious-Plugin-Model-DB,"It is an extension of the module Mojolicious::Plugin::Model"
Org-Parser-0.555,2021-06-27T03:27:16,PERLANCAR,latest,released,0.555,,Org-Parser,"Parse Org documents"
XML-Grammar-Fiction-0.22.5,2021-06-27T03:25:49,SHLOMIF,cpan,released,0.22.5,,XML-Grammar-Fiction,"CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
Data-Dump-OneLine-0.080,2021-06-27T03:25:37,PERLANCAR,latest,released,0.080,,Data-Dump-OneLine,"Dump data structures as single-line strings"
App-RegexpPatternUtils-0.005,2021-06-27T03:25:26,PERLANCAR,backpan,released,0.005,,App-RegexpPatternUtils,"CLI utilities related to Regexp::Pattern"
Mojolicious-Plugin-Model-DB-1.01,2021-06-27T03:16:19,LTM,cpan,released,1.01,,Mojolicious-Plugin-Model-DB,"It is an extension of the module Mojolicious::Plugin::Model"
Tree-FSMethods-0.003,2021-06-27T01:38:45,PERLANCAR,latest,released,0.003,,Tree-FSMethods,"Perform filesystem-like operations on object tree(s)"
Tree-Dump-0.061,2021-06-27T01:38:34,PERLANCAR,latest,released,0.061,,Tree-Dump,"Dump a tree object"
App-orgsel-0.012,2021-06-27T01:38:23,PERLANCAR,backpan,released,0.012,,App-orgsel,"Select Org document elements using CSel (CSS-selector-like) syntax"
App-metasyn-0.008,2021-06-27T01:38:12,PERLANCAR,latest,released,0.008,,App-metasyn,"Alternative front-end to Acme::MetaSyntactic"
App-CSelUtils-0.088,2021-06-27T01:38:01,PERLANCAR,latest,released,0.088,,App-CSelUtils,"Utilities related to Data::CSel"
Module-Features-Dummy-0.002,2021-06-27T00:05:34,PERLANCAR,backpan,released,0.002,,Module-Features-Dummy,"Dummy feature set, for testing"
Module-Features-Dummy-0.001,2021-06-27T00:05:23,PERLANCAR,backpan,released,0.001,1,Module-Features-Dummy,"Dummy feature set, for testing"
Finance-Quote-1.50-TRIAL,2021-06-26T21:14:51,BPSCHUCK,cpan,developer,1.50,,Finance-Quote,"Get stock and mutual fund quotes from various exchanges"
Photonic-0.017,2021-06-26T20:56:12,WLMB,cpan,released,0.017,,Photonic,"A perl package for calculations on photonics and metamaterials."
JSON-Schema-Modern-0.513,2021-06-26T19:48:09,ETHER,cpan,released,0.513,,JSON-Schema-Modern,"Validate data against a schema"
Test-JSON-Schema-Acceptance-1.011,2021-06-26T19:40:14,ETHER,cpan,released,1.011,,Test-JSON-Schema-Acceptance,"Acceptance testing for JSON-Schema based validators like JSON::Schema"
Throwable-1.000,2021-06-26T17:47:25,RJBS,latest,released,1.000,,Throwable,"a role for classes that can be thrown"
HTML5-DOM-1.21,2021-06-26T17:08:23,ZHUMARIN,cpan,released,1.21,,HTML5-DOM,"Super fast html5 DOM library with css selectors (based on Modest/MyHTML)"
HTML5-DOM-1.20,2021-06-26T16:49:30,ZHUMARIN,cpan,released,1.20,,HTML5-DOM,"Super fast html5 DOM library with css selectors (based on Modest/MyHTML)"
HTML5-DOM-1.19,2021-06-26T16:36:56,ZHUMARIN,cpan,released,1.19,,HTML5-DOM,"Super fast html5 DOM library with css selectors (based on Modest/MyHTML)"
Data-OptList-0.112,2021-06-26T15:02:50,RJBS,latest,released,0.112,,Data-OptList,"parse and validate simple name/value option pairs"
App-Device-Chip-sensor-0.02,2021-06-26T14:37:17,PEVANS,latest,released,0.02,,App-Device-Chip-sensor,"Base class to build Device::Chip::Sensor-based applications on"
Rose-DB-Object-0.820,2021-06-26T13:31:49,JSIRACUSA,latest,released,0.820,,Rose-DB-Object,"Extensible, high performance object-relational mapper (ORM)."
mb-Encode-0.01,2021-06-26T13:25:12,INA,cpan,released,0.01,1,mb-Encode,"provides MBCS encoder and decoder"
Tree-Serial-0.2,2021-06-26T12:35:44,SLITTL,latest,released,0.2,,Tree-Serial,"Perl module for deserializing lists of strings into tree-like structures"
Data-Dump-1.25,2021-06-26T04:05:25,GARU,latest,released,1.25,,Data-Dump,"Pretty printing of data structures"
Dist-Zilla-PluginBundle-Author-VNEALV-0.002,2021-06-26T04:03:58,VNEALV,latest,released,0.002,,Dist-Zilla-PluginBundle-Author-VNEALV,"A plugin bundle for distributions config as common dist.ini by VNEALV"
Dist-Zilla-PluginBundle-Author-VNEALV-0.001,2021-06-26T03:12:57,VNEALV,cpan,released,0.001,1,Dist-Zilla-PluginBundle-Author-VNEALV,"A plugin bundle for distributions config as common dist.ini by VNEALV"
Data-Dump-1.24,2021-06-26T03:12:46,GARU,cpan,released,1.24,,Data-Dump,"Pretty printing of data structures"
Perl-Critic-Policy-Variables-ProhibitUnusedVarsStricter-0.110_03,2021-06-26T02:24:36,WYANT,backpan,developer,0.110_03,,Perl-Critic-Policy-Variables-ProhibitUnusedVarsStricter,"Critique unused variables in Perl source"
Amce-CNA-0.068,2021-06-26T02:17:52,RJBS,latest,released,0.068,,Amce-CNA,"a moer tolernat verison of mehtod location"
Software-License-0.104000-TRIAL,2021-06-26T01:59:50,RJBS,cpan,developer,0.104000,,Software-License,"packages that provide templated software licenses"
Software-License-0.103015-TRIAL,2021-06-26T01:55:39,RJBS,cpan,developer,0.103015,,Software-License,"packages that provide templated software licenses"
PDL-Algorithm-Center-0.11,2021-06-26T01:48:58,DJERIUS,latest,released,0.11,,PDL-Algorithm-Center,"Various methods of finding the center of a sample"
Mojolicious-Plugin-Model-DB-1.00,2021-06-26T00:30:27,LTM,cpan,released,1.00,,Mojolicious-Plugin-Model-DB,"It is an extension of the module Mojolicious::Plugin::Model"
App-metasyn-0.007,2021-06-26T00:06:13,PERLANCAR,backpan,released,0.007,,App-metasyn,"Alternative front-end to Acme::MetaSyntactic"
Module-Generic-v0.15.2,2021-06-26T00:06:02,JDEGUEST,cpan,released,v0.15.2,,Module-Generic,"Generic Module to inherit from"
Net-Upwork-API-2.1.3,2021-06-25T17:25:11,UPWORK,latest,released,v2.1.3,,Net-Upwork-API,"Perl bindings for Upwork API (OAuth2)"
Perl-Critic-Policy-Variables-ProhibitUnusedVarsStricter-0.110_02,2021-06-25T15:38:56,WYANT,backpan,developer,0.110_02,,Perl-Critic-Policy-Variables-ProhibitUnusedVarsStricter,"Critique unused variables in Perl source"
IPC-Shareable-1.03,2021-06-25T15:37:29,STEVEB,cpan,released,1.03,,IPC-Shareable,"Use shared memory backed variables across processes"
IPC-Shareable-1.02,2021-06-25T15:30:44,STEVEB,cpan,released,1.02,,IPC-Shareable,"Use shared memory backed variables across processes"
Plack-Handler-Feersum-SS-0.03,2021-06-25T14:46:16,EGOR,latest,released,0.03,,Plack-Handler-Feersum-SS,"Server::Starter adapter for Feersum Plack handler"
Net-WebSocket-EVx-0.18,2021-06-25T14:27:02,EGOR,latest,released,0.18,,Net-WebSocket-EVx,"Perl wrapper around Wslay websocket library"
FB3-Convert-0.47,2021-06-25T11:16:06,GRIBUSER,cpan,released,0.47,,FB3-Convert,"scripts and API for converting FB3 from and to different formats"
Business-CompanyDesignator-0.14,2021-06-25T10:44:10,GAVINC,cpan,released,0.14,,Business-CompanyDesignator,"module for matching and stripping/manipulating the company designators appended to company names"
Text-Table-Read-RelationOn-Tiny-v2.0.0,2021-06-25T10:36:15,AAHAZRED,cpan,released,v2.0.0,,Text-Table-Read-RelationOn-Tiny,"Read binary ""relation on (over) a set"" from a text table."
Mojo-SMTP-Client-0.20_2,2021-06-25T10:19:36,OLEG,cpan,developer,0.20_2,,Mojo-SMTP-Client,"non-blocking SMTP client based on Mojo::IOLoop"
Net-Upwork-API-1.3.5,2021-06-25T10:00:04,UPWORK,cpan,released,v1.3.5,,Net-Upwork-API,"Perl bindings for Upwork API"
Config-AutoConf-0.320,2021-06-25T08:54:10,AMBS,latest,released,0.320,,Config-AutoConf,"A module to implement some of AutoConf macros in pure perl."
EventStore-Tiny-0.72,2021-06-25T08:12:00,MEMOWE,latest,released,0.72,,EventStore-Tiny,"A minimal event sourcing framework."
SPVM-0.9007,2021-06-25T08:07:03,KIMOTO,cpan,released,0.9007,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
EventStore-Tiny-0.71,2021-06-25T08:05:37,MEMOWE,backpan,released,0.71,,EventStore-Tiny,"A minimal event sourcing framework."
Net-Upwork-API-1.3.4,2021-06-25T07:49:40,UPWORK,cpan,released,v1.3.4,,Net-Upwork-API,"Perl bindings for Upwork API"
Glib-IO-0.002,2021-06-25T05:40:42,XAOC,latest,released,0.002,,Glib-IO,"Perl bindings to the GIO library"
Net-FullAuto-1.0000603,2021-06-25T04:11:18,REEDFISH,backpan,released,1.0000603,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
App-ansicolumn-1.08,2021-06-25T04:09:51,UTASHIRO,cpan,released,1.08,,App-ansicolumn,"ANSI sequence aware column command"
Dist-Zilla-BeLike-CSJEWELL-0.993,2021-06-25T03:59:32,CSJEWELL,cpan,released,0.993,,Dist-Zilla-BeLike-CSJEWELL,"Build a modern dist like CSJEWELL does it."
Astro-FITS-CFITSIO-FileName-0.03,2021-06-25T03:22:35,DJERIUS,cpan,released,0.03,,Astro-FITS-CFITSIO-FileName,"parse and generate CFITSIO extended file names."
App-column-run-0.004,2021-06-25T02:58:16,PERLANCAR,backpan,released,0.004,,App-column-run,"Run several commands and show their output in multiple columns"
Getopt-EX-v1.23.3,2021-06-25T02:28:33,UTASHIRO,cpan,released,v1.23.3,,Getopt-EX,"Getopt Extender"
IPC-Shareable-1.01,2021-06-25T01:13:41,STEVEB,cpan,released,1.01,,IPC-Shareable,"Use shared memory backed variables across processes"
App-column-run-0.003,2021-06-25T00:05:11,PERLANCAR,backpan,released,0.003,,App-column-run,"Run several commands and show their output in multiple columns"
Mojolicious-Plugin-Log-Any-v1.0.3,2021-06-24T23:30:47,DBOOK,cpan,released,v1.0.3,,Mojolicious-Plugin-Log-Any,"Use other loggers in a Mojolicious application"
Tree-Serial-0.1,2021-06-24T23:27:57,SLITTL,cpan,released,0.1,1,Tree-Serial,"Perl module for deserializing lists of strings into tree-like structures"
Debug-Easy-2.07,2021-06-24T20:23:28,RKELSCH,latest,released,2.07,,Debug-Easy,"A Handy Debugging Module With Colorized Output and Formatting"
Debug-Easy-2.06,2021-06-24T20:15:35,RKELSCH,backpan,released,2.06,,Debug-Easy,"A Handy Debugging Module With Colorized Output and Formatting"
Net-FullAuto-1.0000602,2021-06-24T19:40:35,REEDFISH,backpan,released,1.0000602,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
custom-failures-x-alias-0.02,2021-06-24T17:34:09,DJERIUS,latest,released,0.02,,custom-failures-x-alias,"export aliases for custom::failures"
EventStore-Tiny-0.7,2021-06-24T16:50:46,MEMOWE,backpan,released,0.7,,EventStore-Tiny,"A minimal event sourcing framework."
App-Rakubrew-19,2021-06-24T15:45:29,PATRICKB,cpan,released,19,,App-Rakubrew,"Raku environment manager"
App-Rakubrew-18,2021-06-24T15:25:32,PATRICKB,cpan,released,18,,App-Rakubrew,"Raku environment manager"
Perl-Tidy-20210625,2021-06-24T14:09:49,SHANCOCK,cpan,released,20210625,,Perl-Tidy,"indent and reformat perl scripts"
custom-failures-x-alias-0.01,2021-06-24T13:40:31,DJERIUS,cpan,released,0.01,1,custom-failures-x-alias,"export aliases for custom::failures"
CallBackery-0.38.9,2021-06-24T12:59:00,OETIKER,cpan,released,v0.38.9,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
CallBackery-0.38.8,2021-06-24T12:37:30,OETIKER,cpan,released,v0.38.8,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Mojolicious-Plugin-Qooxdoo-1.0.13,2021-06-24T12:36:03,OETIKER,latest,released,v1.0.13,,Mojolicious-Plugin-Qooxdoo,"Qooxdoo JSON-RPC support for the Mojolicious Perl framework"
App-Rakubrew-17,2021-06-24T11:40:50,PATRICKB,cpan,released,17,,App-Rakubrew,"Raku environment manager"
Mojo-SMTP-Client-0.20_1,2021-06-24T10:42:34,OLEG,cpan,developer,0.20_1,,Mojo-SMTP-Client,"non-blocking SMTP client based on Mojo::IOLoop"
Catmandu-PICA-1.05,2021-06-24T10:22:33,VOJ,cpan,released,1.05,,Catmandu-PICA,"Catmandu modules for working with PICA+ data"
App-traveller-1,2021-06-24T08:37:00,SCHROEDER,backpan,released,1,1,App-traveller,"a webserver that serves Traveller RPG maps"
App-traveller-1.00_00,2021-06-24T07:57:39,SCHROEDER,backpan,developer,1,1,App-traveller,"a webserver that serves Traveller RPG maps"
Devel-Deanonymize-0.1.1,2021-06-24T07:34:39,TOBIB,latest,released,v0.1.1,,Devel-Deanonymize,"A tool do make anonymous sub visible to Devel::Cover"
Devel-Deanonymize-0.1.0,2021-06-24T07:10:22,TOBIB,backpan,released,v0.1.0,1,Devel-Deanonymize,"A tool do make anonymous sub visible to Devel::Cover"
Sub-Genius-0.314002,2021-06-24T06:46:01,OODLER,cpan,released,0.314002,,Sub-Genius,"Manage concurrent Perl semantics in the uniprocess execution model of perl."
Pod-Simple-Words-0.07,2021-06-24T06:38:08,PLICEASE,latest,released,0.07,1,Pod-Simple-Words,"Parse words and locations from a POD document"
CallBackery-0.38.7,2021-06-24T06:12:56,OETIKER,cpan,released,v0.38.7,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Net-FullAuto-1.0000601,2021-06-24T05:07:34,REEDFISH,backpan,released,1.0000601,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
