release,date,author,status,maturity,version,first,distribution,abstract
Redis-OpenTracing-v0.0.3,2021-08-31T08:18:34,VANHOESEL,cpan,released,v0.0.3,,Redis-OpenTracing,"Wrap Redis inside OpenTracing"
SPVM-0.9011,2021-08-31T06:28:06,KIMOTO,cpan,released,0.9011,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Task-PerlCriticAllPolicies-0.03,2021-08-31T00:10:45,GUGOD,cpan,released,0.03,,Task-PerlCriticAllPolicies,"A Task for installing all Perl::Critic policies at once."
Pod-Weaver-Plugin-Module-Features-0.002,2021-08-31T00:05:21,PERLANCAR,latest,released,0.002,,Pod-Weaver-Plugin-Module-Features,"Plugin to use when building distribution that has feature definer or featurer declarer modules"
Perl-Critic-TooMuchCode-0.16,2021-08-30T23:53:08,GUGOD,cpan,released,0.16,,Perl-Critic-TooMuchCode,"perlcritic add-ons that generally check for dead code."
Pod-Reader-1.010,2021-08-30T22:23:18,MONSIEURP,cpan,released,1.010,,Pod-Reader,"curses TUI to read Perl POD from."
Pod-Reader-1.000,2021-08-30T22:07:52,MONSIEURP,cpan,released,1.000,1,Pod-Reader,"curses TUI to read Perl POD from."
Devel-Git-MultiBisect-0.18,2021-08-30T21:11:43,JKEENAN,backpan,released,0.18,,Devel-Git-MultiBisect,"Study build or test output over a range of git commits"
Test2-Harness-1.000068,2021-08-30T16:57:49,EXODIST,cpan,released,1.000068,,Test2-Harness,"A new and improved test harness with better Test2 integration."
XS-Parse-Sublike-0.13,2021-08-30T16:38:32,PEVANS,latest,released,0.13,,XS-Parse-Sublike,"XS functions to assist in parsing sub-like syntax"
Devel-Git-MultiBisect-0.17,2021-08-30T15:46:10,JKEENAN,backpan,released,0.17,,Devel-Git-MultiBisect,"Study build or test output over a range of git commits"
File-Dir-Dumper-0.6.4,2021-08-30T14:33:37,SHLOMIF,latest,released,0.6.4,,File-Dir-Dumper,"dump directory structures' meta-data in a consistent and machine-readable way."
CallBackery-0.39.1,2021-08-30T14:13:34,OETIKER,latest,released,v0.39.1,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
App-gimpgitbuild-0.28.1,2021-08-30T13:57:51,SHLOMIF,cpan,released,0.28.1,,App-gimpgitbuild,"gimp build"
App-gimpgitbuild-0.28.0,2021-08-30T13:23:10,SHLOMIF,cpan,released,0.28.0,,App-gimpgitbuild,"gimp build"
Redis-OpenTracing-v0.0.2,2021-08-30T12:29:56,VANHOESEL,cpan,released,v0.0.2,,Redis-OpenTracing,"Wrap Redis inside OpenTracing"
App-Licensecheck-v3.2.12,2021-08-30T11:13:58,JONASS,latest,released,v3.2.12,,App-Licensecheck,"simple license checker for source files"
Locale-Utils-Autotranslator-1.012,2021-08-30T11:00:57,STEFFENW,backpan,released,1.012,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
DateTime-Calendar-Christian-0.10_01,2021-08-30T10:32:59,WYANT,cpan,developer,0.10_01,,DateTime-Calendar-Christian,"Dates in the Christian (combined Julian/Gregorian) calendar"
Storable-3.25,2021-08-30T08:39:08,NWCLARK,latest,released,3.25,,Storable,"persistence for Perl data structures"
Keyword-DEVELOPMENT-0.07,2021-08-30T07:45:53,OVID,latest,released,0.07,,Keyword-DEVELOPMENT,"Have code blocks which don't exist unless you ask for them."
Text-Conceal-0.9901,2021-08-30T03:09:24,UTASHIRO,latest,released,0.9901,,Text-Conceal,"conceal and recover interface for text processing"
App-ModuleFeaturesUtils-0.005,2021-08-30T00:06:10,PERLANCAR,latest,released,0.005,,App-ModuleFeaturesUtils,"CLI Utilities related to Module::Features"
App-Easer-0.006,2021-08-29T20:07:32,POLETTIX,latest,released,0.006,,App-Easer,"Simplify writing (hierarchical) CLI applications"
MediaWiki-Bot-5.006004-TRIAL,2021-08-29T17:39:46,SETH,cpan,developer,5.006004,,MediaWiki-Bot,"a high-level bot framework for interacting with MediaWiki wikis"
DateTime-Calendar-Julian-0.104_01,2021-08-29T17:16:50,WYANT,cpan,developer,0.104_01,,DateTime-Calendar-Julian,"DateTime object in the Julian calendar"
CPAN-Plugin-Sysdeps-0.69,2021-08-29T15:46:55,SREZIC,latest,released,0.69,,CPAN-Plugin-Sysdeps,"CPAN.pm plugin for installing external dependencies"
Acme-CoC-Dice-0.03,2021-08-29T12:59:30,BEDOSHI,latest,released,0.03,,Acme-CoC-Dice,"Dice role module for CoC TRPG."
DNS-NIOS-0.004,2021-08-29T11:47:09,SSMN,cpan,released,0.004,,DNS-NIOS,"Perl binding for NIOS"
WWW-Mechanize-Chrome-0.68,2021-08-29T10:13:39,CORION,latest,released,0.68,,WWW-Mechanize-Chrome,"automate the Chrome browser"
Tie-Array-IntSpan-0.002,2021-08-29T10:10:46,PERLANCAR,latest,released,0.002,,Tie-Array-IntSpan,"Tied-array interface for Array::IntSpan"
DNS-NIOS-0.003,2021-08-29T09:55:09,SSMN,cpan,released,0.003,,DNS-NIOS,"Perl binding for NIOS"
DB-Object-v0.10.1,2021-08-29T07:24:40,JDEGUEST,latest,released,v0.10.1,,DB-Object,"A SQL Database object abstraction class"
Chemistry-OpenSMILES-0.5.1,2021-08-29T07:01:30,MERKYS,latest,released,0.5.1,,Chemistry-OpenSMILES,"OpenSMILES format reader and writer"
App-perlutils-0.034,2021-08-29T07:00:03,WOLDRICH,latest,released,0.034,,App-perlutils,"utils for perl development"
App-perlutils-0.032,2021-08-29T06:54:42,WOLDRICH,cpan,released,0.032,,App-perlutils,"utils for perl development"
Time-Zone-Olson-0.41,2021-08-29T06:03:57,DDICK,latest,released,0.41,,Time-Zone-Olson,"Provides an Olson timezone database interface"
Perl7-Handy-0.11,2021-08-29T05:58:37,INA,latest,released,0.11,,Perl7-Handy,"Handy Perl7 scripting environment on Perl5"
Term-TablePrint-0.143,2021-08-29T05:19:12,KUERBIS,latest,released,0.143,,Term-TablePrint,"Print a table to the terminal and browse it interactively."
App-DBBrowser-2.281,2021-08-29T05:19:01,KUERBIS,latest,released,2.281,,App-DBBrowser,"Browse SQLite/MySQL/PostgreSQL databases and their tables interactively."
Term-Choose-Util-0.131,2021-08-29T05:17:34,KUERBIS,latest,released,0.131,,Term-Choose-Util,"TUI-related functions for selecting directories, files, numbers and subsets of lists."
GraphQL-Plugin-Convert-DBIC-0.18,2021-08-29T04:16:39,ETJ,cpan,released,0.18,,GraphQL-Plugin-Convert-DBIC,"convert DBIx::Class schema to GraphQL schema"
DB-Object-v0.10.0,2021-08-29T03:16:56,JDEGUEST,cpan,released,v0.10.0,,DB-Object,"A SQL Database object abstraction class"
lib-filter-0.281,2021-08-29T01:14:01,PERLANCAR,latest,released,0.281,,lib-filter,"Allow/disallow loading modules"
lib-filter-0.28,2021-08-29T01:13:50,PERLANCAR,cpan,released,0.28,,lib-filter,"Allow/disallow loading modules"
Tie-Array-IntSpan-0.001,2021-08-29T00:28:05,PERLANCAR,cpan,released,0.001,1,Tie-Array-IntSpan,"Tied-array interface for Array::IntSpan"
File-Rename-1.30_01,2021-08-28T22:14:13,RMBARKER,cpan,developer,1.30_01,,File-Rename,"Perl extension for renaming multiple files"
RT-Extension-ShareSearchLink-0.02,2021-08-28T21:57:24,AJWOOD,latest,released,0.02,,RT-Extension-ShareSearchLink,"Shorter links for ticket searches"
String-Formatter-1.234,2021-08-28T21:29:07,RJBS,latest,released,1.234,,String-Formatter,"build sprintf-like functions of your own"
Log-Any-Adapter-JSON-1.16,2021-08-28T20:23:15,TONKIN,latest,released,1.16,,Log-Any-Adapter-JSON,"One-line JSON logging of arbitrary structured data"
DNS-NIOS-0.002,2021-08-28T19:38:24,SSMN,cpan,released,0.002,,DNS-NIOS,"Perl binding for NIOS"
Unisyn-Parse-20210830,2021-08-28T19:24:09,PRBRENAN,cpan,released,20210830,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210830,2021-08-28T19:23:58,PRBRENAN,backpan,released,20210830,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Grizzly-0.001,2021-08-28T17:46:27,NOBUNAGA,backpan,released,0.001,1,Grizzly,"Grizzly - A command-line interface for looking up stock quote."
Neo4j-Driver-0.27,2021-08-28T17:08:22,AJNN,latest,released,0.27,,Neo4j-Driver,"Neo4j community graph database driver for Bolt and HTTP"
URI-Fast-0.52_02,2021-08-28T15:20:57,JEFFOBER,cpan,developer,0.52_02,,URI-Fast,"A fast(er) URI parser"
AnyEvent-SOCKS-Client-0.04,2021-08-28T15:11:49,ZLOBUS,cpan,released,0.04,,AnyEvent-SOCKS-Client,"AnyEvent-based SOCKS client!"
OpenAPI-Client-1.02,2021-08-28T14:51:17,JHTHORSEN,latest,released,1.02,,OpenAPI-Client,"A client for talking to an Open API powered server"
String-Copyright-0.003010,2021-08-28T14:48:27,JONASS,cpan,released,0.003010,,String-Copyright,"representation of text-based copyright statements"
App-proxyforurl-0.09,2021-08-28T14:48:16,JHTHORSEN,latest,released,0.09,,App-proxyforurl,"An online proxy PAC file parser"
JSON-Validator-4.23,2021-08-28T14:45:43,JHTHORSEN,cpan,released,4.23,,JSON-Validator,"Validate data against a JSON schema"
URI-Fast-0.52_01,2021-08-28T14:39:11,JEFFOBER,cpan,developer,0.52_01,,URI-Fast,"A fast(er) URI parser"
Term-Choose-1.737,2021-08-28T14:26:54,KUERBIS,cpan,released,1.737,,Term-Choose,"Choose items from a list interactively."
AnyEvent-SOCKS-Client-0.03,2021-08-28T13:27:20,ZLOBUS,cpan,released,0.03,,AnyEvent-SOCKS-Client,"AnyEvent-based SOCKS client!"
Text-Table-More-0.020,2021-08-28T12:55:26,PERLANCAR,latest,released,0.020,,Text-Table-More,"Generate text table with simple interface and many options"
App-PerlCriticUtils-0.005,2021-08-28T12:51:17,PERLANCAR,latest,released,0.005,,App-PerlCriticUtils,"Command-line utilities related to Perl::Critic"
Net-SNMP-Mixin-ArubaCX-VlanStatic-0.01,2021-08-28T12:03:05,GAISSMAI,cpan,released,0.01,1,Net-SNMP-Mixin-ArubaCX-VlanStatic,"mixin class for ArubaCX static vlan info"
App-week-1.0201,2021-08-28T09:46:21,UTASHIRO,cpan,released,1.0201,,App-week,"colorful calendar command"
String-Copyright-0.003009,2021-08-28T06:55:48,JONASS,cpan,released,0.003009,,String-Copyright,"representation of text-based copyright statements"
JSON-Schema-Modern-0.517,2021-08-28T04:37:16,ETHER,cpan,released,0.517,,JSON-Schema-Modern,"Validate data against a schema"
App-BPOMUtils-0.002,2021-08-28T01:03:47,PERLANCAR,latest,released,0.002,,App-BPOMUtils,"Utilities related to BPOM"
Module-Features-PythonTrove-0.003,2021-08-28T00:05:25,PERLANCAR,latest,released,0.003,,Module-Features-PythonTrove,"Put Python trove classifiers in your module"
Tickit-Widget-Entry-Plugin-Completion-0.01,2021-08-27T23:15:55,PEVANS,latest,released,0.01,1,Tickit-Widget-Entry-Plugin-Completion,"add word-completion logic to a Tickit::Widget::Entry"
Tickit-Widgets-0.33,2021-08-27T23:11:49,PEVANS,latest,released,0.33,,Tickit-Widgets,"a collection of Tickit::Widget implementations"
Test2-Harness-UI-0.000083,2021-08-27T21:33:52,EXODIST,cpan,released,0.000083,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Text-Guess-Script-0.06,2021-08-27T20:17:53,WOLLMERS,latest,released,0.06,,Text-Guess-Script,"Guess script from text using ISO-15924 codes"
Test2-Harness-1.000067,2021-08-27T18:37:48,EXODIST,cpan,released,1.000067,,Test2-Harness,"A new and improved test harness with better Test2 integration."
Unisyn-Parse-20210829,2021-08-27T16:02:20,PRBRENAN,cpan,released,20210829,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210828,2021-08-27T16:02:09,PRBRENAN,backpan,released,20210828,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
JSON-Validator-4.22,2021-08-27T11:14:32,JHTHORSEN,cpan,released,4.22,,JSON-Validator,"Validate data against a JSON schema"
Unisyn-Parse-20210828,2021-08-27T10:29:46,PRBRENAN,cpan,released,20210828,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210827,2021-08-27T10:29:35,PRBRENAN,backpan,released,20210827,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Table-Text-20210826,2021-08-27T10:29:24,PRBRENAN,cpan,released,20210826,,Data-Table-Text,"Write data in tabular text format"
App-BPOMUtils-0.001,2021-08-27T09:48:39,PERLANCAR,cpan,released,0.001,1,App-BPOMUtils,"List food types in BPOM processed food division"
File-Dir-Dumper-0.6.3,2021-08-27T09:19:00,SHLOMIF,cpan,released,0.6.3,,File-Dir-Dumper,"dump directory structures' meta-data in a consistent and machine-readable way."
Text-Table-Tiny-_ModuleFeatures-0.005,2021-08-27T08:17:23,PERLANCAR,cpan,released,0.005,,Text-Table-Tiny-_ModuleFeatures,"Features declaration for Text::Table::Tiny"
Text-Table-Tiny-_ModuleFeatures-0.004,2021-08-27T08:17:12,PERLANCAR,cpan,released,0.004,,Text-Table-Tiny-_ModuleFeatures,"Features declaration for Text::Table::Tiny"
Text-Table-More-0.019,2021-08-27T08:17:00,PERLANCAR,cpan,released,0.019,,Text-Table-More,"Generate text table with simple interface and many options"
Text-ANSITable-0.606,2021-08-27T08:16:49,PERLANCAR,latest,released,0.606,,Text-ANSITable,"Create nice formatted tables using extended ASCII and ANSI colors"
Module-Abstract-0.002,2021-08-27T08:16:38,PERLANCAR,latest,released,0.002,,Module-Abstract,"Extract the abstract of a locally installed Perl module"
Module-Abstract-0.001,2021-08-27T08:16:27,PERLANCAR,cpan,released,0.001,1,Module-Abstract,"Extract the abstract of a locally installed Perl module"
App-PerlCriticUtils-0.004,2021-08-27T08:16:16,PERLANCAR,cpan,released,0.004,,App-PerlCriticUtils,"Command-line utilities related to Perl::Critic"
App-PMUtils-0.736,2021-08-27T08:16:05,PERLANCAR,latest,released,0.736,,App-PMUtils,"Command-line utilities related to Perl modules"
Tree-Term-20210827,2021-08-27T08:09:28,PRBRENAN,latest,released,20210827,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
Test-TrailingSpace-0.0601,2021-08-27T07:57:49,SHLOMIF,latest,released,0.0601,,Test-TrailingSpace,"test for trailing space in source files."
Mojolicious-Plugin-CHI-Route-0.06,2021-08-27T07:29:39,AKRON,latest,released,0.06,,Mojolicious-Plugin-CHI-Route,"Route Caching in Mojolicious"
File-Find-Object-Rule-0.0313,2021-08-27T07:28:12,SHLOMIF,latest,released,0.0313,,File-Find-Object-Rule,"Alternative interface to File::Find::Object"
Mojolicious-Plugin-WebFinger-0.12,2021-08-27T07:16:32,AKRON,latest,released,0.12,,Mojolicious-Plugin-WebFinger,"Serve and Retrieve WebFinger Documents"
File-Dir-Dumper-0.6.2,2021-08-27T06:51:57,SHLOMIF,cpan,released,0.6.2,,File-Dir-Dumper,"dump directory structures' meta-data in a consistent and machine-readable way."
XML-Compile-WSDL11-3.08,2021-08-27T06:11:17,MARKOV,latest,released,3.08,,XML-Compile-WSDL11,"WSDL version 1.1"
Dist-Zilla-Plugin-Module-Features-0.004,2021-08-27T02:48:53,PERLANCAR,latest,released,0.004,,Dist-Zilla-Plugin-Module-Features,"Plugin to use when building Module::Features::* distribution"
Text-Table-More-0.018,2021-08-27T02:45:59,PERLANCAR,cpan,released,0.018,,Text-Table-More,"Generate text table with simple interface and many options"
Text-Table-Tiny-_ModuleFeatures-0.003,2021-08-27T02:26:12,PERLANCAR,cpan,released,0.003,,Text-Table-Tiny-_ModuleFeatures,"Features declaration for Text::Table::Tiny"
Text-Table-Sprintf-0.005,2021-08-27T02:26:01,PERLANCAR,latest,released,0.005,,Text-Table-Sprintf,"Generate simple text tables from 2D arrays using sprintf()"
Text-Table-More-0.017,2021-08-27T02:25:50,PERLANCAR,cpan,released,0.017,,Text-Table-More,"Generate text table with simple interface and many options"
Text-ANSITable-0.605,2021-08-27T02:25:39,PERLANCAR,cpan,released,0.605,,Text-ANSITable,"Create nice formatted tables using extended ASCII and ANSI colors"
Dist-Zilla-Plugin-Module-Features-0.003,2021-08-27T02:01:19,PERLANCAR,cpan,released,0.003,,Dist-Zilla-Plugin-Module-Features,"Plugin to use when building Module::Features::* distribution"
Module-Features-0.1.7,2021-08-27T01:40:46,PERLANCAR,latest,released,0.1.7,,Module-Features,"Define features for modules"
CPAN-Meta-X-0.006,2021-08-27T01:31:26,PERLANCAR,latest,released,0.006,,CPAN-Meta-X,"Custom (x_*) keys in CPAN distribution metadata being used in the wild"
CPAN-Meta-X-0.005,2021-08-27T01:31:15,PERLANCAR,cpan,released,0.005,,CPAN-Meta-X,"Custom (x_*) keys in CPAN distribution metadata being used in the wild"
CPAN-Meta-X-0.004,2021-08-27T01:31:04,PERLANCAR,cpan,released,0.004,,CPAN-Meta-X,"Custom (x_*) keys in CPAN distribution metadata being used in the wild"
Module-Features-PerlTrove-0.003,2021-08-27T00:06:12,PERLANCAR,latest,released,0.003,,Module-Features-PerlTrove,"Put Perl trove classifiers in your module"
Mock-Data-0.00_001,2021-08-26T22:38:58,NERDVANA,cpan,developer,0.00_001,1,Mock-Data,"Extensible toolkit for generating mock data"
Dist-Zilla-Plugin-Code-0.007,2021-08-26T22:09:36,SKIRMESS,latest,released,0.007,,Dist-Zilla-Plugin-Code,"dynamically create plugins from a bundle"
Test2-Aggregate-0.16,2021-08-26T21:52:54,DKECHAG,latest,released,0.16,,Test2-Aggregate,"Aggregate tests for increased speed"
Redis-OpenTracing-v0.0.1,2021-08-26T20:05:25,VANHOESEL,cpan,released,v0.0.1,1,Redis-OpenTracing,"Wrap Redis inside OpenTracing"
Mojolicious-Plugin-XRD-0.23,2021-08-26T18:41:52,AKRON,latest,released,0.23,,Mojolicious-Plugin-XRD,"XRD Document Handling with Mojolicious"
Mojolicious-Plugin-Notifications-1.07,2021-08-26T18:17:15,AKRON,latest,released,1.07,,Mojolicious-Plugin-Notifications,"Frontend Event Notifications"
Test2-Harness-UI-0.000082,2021-08-26T17:59:50,EXODIST,cpan,released,0.000082,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Test2-Harness-UI-0.000081,2021-08-26T17:53:51,EXODIST,cpan,released,0.000081,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
RT-Extension-ShareSearchLink-0.01,2021-08-26T17:43:22,AJWOOD,cpan,released,0.01,1,RT-Extension-ShareSearchLink,"RT-Extension-ShareSearchLink Extension"
MojoX-Log-Dispatch-Simple-1.10,2021-08-26T16:52:37,GRYPHON,cpan,released,1.10,,MojoX-Log-Dispatch-Simple,"Simple Log::Dispatch replacement of Mojo::Log"
Future-IO-0.10,2021-08-26T16:30:46,PEVANS,latest,released,0.10,,Future-IO,"Future-returning IO methods"
Test2-Harness-UI-0.000080,2021-08-26T15:17:29,EXODIST,cpan,released,0.000080,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Metabolomics-Fragment-Annotation-0.6.5,2021-08-26T15:02:07,GIACOMONI,backpan,released,v0.6.5,,Metabolomics-Fragment-Annotation,"Perl extension for fragment annotation in metabolomics "
Kossy-0.50,2021-08-26T13:50:58,KAZEBURO,cpan,released,0.50,,Kossy,"Sinatra-ish Simple and Clear web application framework"
Syntax-Keyword-Defer-0.06,2021-08-26T13:44:18,PEVANS,latest,released,0.06,,Syntax-Keyword-Defer,"execute code when leaving a block"
Feature-Compat-Defer-0.01,2021-08-26T13:44:07,PEVANS,latest,released,0.01,1,Feature-Compat-Defer,"make defer syntax available"
File-Find-Object-0.3.6,2021-08-26T13:41:02,SHLOMIF,latest,released,0.3.6,,File-Find-Object,"An object oriented File::Find replacement"
Chemistry-OpenSMILES-0.5.0,2021-08-26T12:20:00,MERKYS,cpan,released,0.5.0,,Chemistry-OpenSMILES,"OpenSMILES format reader and writer"
Future-AsyncAwait-0.53,2021-08-26T12:05:42,PEVANS,latest,released,0.53,,Future-AsyncAwait,"deferred subroutine syntax for futures"
Syntax-Keyword-Dynamically-0.09,2021-08-26T12:01:36,PEVANS,latest,released,0.09,,Syntax-Keyword-Dynamically,"dynamically change the value of a variable"
mb-Encode-0.03,2021-08-26T11:58:47,INA,latest,released,0.03,,mb-Encode,"provides MBCS encoder and decoder"
XS-Parse-Keyword-0.13,2021-08-26T11:47:05,PEVANS,cpan,released,0.13,,XS-Parse-Keyword,"XS functions to assist in parsing keyword syntax"
AI-Perceptron-Simple-1.02,2021-08-26T11:42:59,ELLEDNERA,cpan,released,1.02,,AI-Perceptron-Simple,"A Newbie Friendly Module to Create, Train, Validate and Test Perceptrons / Neurons"
File-TreeCreate-0.0.1,2021-08-26T10:59:46,SHLOMIF,latest,released,0.0.1,1,File-TreeCreate,"recursively create a directory tree."
Unisyn-Parse-20210826,2021-08-26T07:46:27,PRBRENAN,cpan,released,20210826,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210826,2021-08-26T07:46:16,PRBRENAN,backpan,released,20210826,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
HTTP-Headers-Patch-DontUseStorable-0.062,2021-08-26T02:41:58,PERLANCAR,latest,released,0.062,,HTTP-Headers-Patch-DontUseStorable,"(DEPRECATED) Do not use Storable"
Finance-Bank-ID-Mandiri-0.383,2021-08-26T02:41:47,PERLANCAR,latest,released,0.383,,Finance-Bank-ID-Mandiri,"Check your Bank Mandiri accounts from Perl"
Log-ger-App-0.021,2021-08-26T02:26:17,PERLANCAR,latest,released,0.021,,Log-ger-App,"An easy way to use Log::ger in applications"
App-pause-0.656,2021-08-26T02:26:06,PERLANCAR,latest,released,0.656,,App-pause,"A CLI for PAUSE"
Perinci-CmdLine-Gen-0.500,2021-08-26T01:58:00,PERLANCAR,latest,released,0.500,,Perinci-CmdLine-Gen,"Generate Perinci::CmdLine CLI script"
WWW-PAUSE-Simple-0.452,2021-08-26T01:48:47,PERLANCAR,latest,released,0.452,,WWW-PAUSE-Simple,"An API for PAUSE"
Devel-Git-MultiBisect-0.16,2021-08-26T01:12:54,JKEENAN,backpan,released,0.16,,Devel-Git-MultiBisect,"Study build or test output over a range of git commits"
List-AllUtils-Null-0.002,2021-08-26T00:05:40,PERLANCAR,backpan,released,0.002,,List-AllUtils-Null,"List subroutines that treat undef as contagious unknown, like null in SQL"
Config-XrmDatabase-0.04,2021-08-25T23:10:43,DJERIUS,cpan,released,0.04,,Config-XrmDatabase,"Pure Perl X Resource Manager Database"
Test2-Harness-UI-0.000079,2021-08-25T21:20:04,EXODIST,cpan,released,0.000079,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Test2-Aggregate-0.16_0,2021-08-25T21:11:01,DKECHAG,backpan,developer,0.16_0,,Test2-Aggregate,"Aggregate tests for increased speed"
Test2-Harness-UI-0.000078,2021-08-25T20:52:36,EXODIST,cpan,released,0.000078,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Excel-ValueReader-XLSX-1.04,2021-08-25T19:52:15,DAMI,latest,released,1.04,,Excel-ValueReader-XLSX,"extracting values from Excel workbooks in XLSX format, fast"
Net-Dimona-0.01,2021-08-25T19:50:48,GARU,latest,released,0.01,1,Net-Dimona,"acesso rápido à API de print-on-demand da Dimona."
Net-SNMP-Mixin-ArubaCX-Dot1qFdb-0.02,2021-08-25T19:29:04,GAISSMAI,latest,released,0.02,,Net-SNMP-Mixin-ArubaCX-Dot1qFdb,"mixin class for ArubaCX switch forwarding databases"
mb-0.31,2021-08-25T17:12:35,INA,latest,released,0.31,,mb,"run Perl script in MBCS encoding (not only CJK ;-)"
Object-Pad-0.52,2021-08-25T17:00:43,PEVANS,latest,released,0.52,,Object-Pad,"a simple syntax for lexical slot-based objects"
