release,date,author,status,maturity,version,first,distribution,abstract
Array-Iterator-0.131,2021-09-26T01:58:06,PERLANCAR,latest,released,0.131,,Array-Iterator,"A simple class for iterating over Perl arrays"
PDL-2.057_02,2021-09-26T01:07:25,ETJ,cpan,developer,2.057_02,,PDL,"Perl Data Language"
WordList-0.7.11,2021-09-26T00:21:12,PERLANCAR,latest,released,0.7.11,,WordList,"Specification and base class for WordList::*, modules that contain word list"
WordLists-EN-Adjective-0.001,2021-09-26T00:05:38,PERLANCAR,cpan,released,0.001,1,WordLists-EN-Adjective,"Collection of English adjectives"
Geonode-Free-ProxyList-0.0.3,2021-09-25T23:56:01,JULIODCS,cpan,released,v0.0.3,,Geonode-Free-ProxyList,"Get Free Geonode Proxies by using some filters"
App-perlimports-0.000021,2021-09-25T23:54:34,OALDERS,cpan,released,0.000021,,App-perlimports,"Make implicit imports explicit"
JSON-Validator-4.25,2021-09-25T23:43:09,JHTHORSEN,latest,released,4.25,,JSON-Validator,"Validate data against a JSON schema"
HTML-FillInForm-2.22,2021-09-25T23:04:44,OALDERS,latest,released,2.22,,HTML-FillInForm,"Populates HTML Forms with data."
Test2-Plugin-Feature-0.001109,2021-09-25T22:21:27,YLAVOIE,cpan,released,0.001109,,Test2-Plugin-Feature,"Plugin to allow testing Pherkin files."
App-Music-ChordPro-5.984,2021-09-25T19:59:53,JV,latest,released,5.984,,App-Music-ChordPro,"A lyrics and chords formatting program"
PDL-LinearAlgebra-0.23,2021-09-25T18:51:40,ETJ,latest,released,0.23,,PDL-LinearAlgebra,"PDL bindings to some BLAS and LAPACK library routines"
Mock-Data-0.03,2021-09-25T18:50:13,NERDVANA,latest,released,0.03,,Mock-Data,"Extensible toolkit for generating mock data"
Net-Async-Redis-3.016,2021-09-25T18:24:07,TEAM,latest,released,3.016,,Net-Async-Redis,"Redis support for IO::Async"
Geonode-Free-ProxyList-0.0.1,2021-09-25T18:06:08,JULIODCS,cpan,released,v0.0.1,1,Geonode-Free-ProxyList,"Get Free Geonode Proxies by using some filters"
DateTime-Calendar-Christian-0.12,2021-09-25T13:00:12,WYANT,latest,released,0.12,,DateTime-Calendar-Christian,"Dates in the Christian (combined Julian/Gregorian) calendar"
DateTime-Calendar-Julian-0.106,2021-09-25T12:57:21,WYANT,latest,released,0.106,,DateTime-Calendar-Julian,"DateTime object in the Julian calendar"
Mojolicious-Command-generate-lexicon-0.998,2021-09-25T11:32:27,UNDEF,latest,released,0.998,,Mojolicious-Command-generate-lexicon,"Decorator of the Mojolicious::Command::generate::lexicon"
Evo-Inference-0.1.12,2021-09-25T08:32:03,KOBOLDWIZ,latest,released,v0.1.12,,Evo-Inference,"Perl extension for an Inference engine for Evolutionary Algorithms"
Alien-PGPLOT-0.01,2021-09-25T03:18:36,DJERIUS,latest,released,0.01,1,Alien-PGPLOT,"Build and Install the PGPLOT library"
Dist-Zilla-PluginBundle-DROLSKY-1.20,2021-09-25T03:17:09,DROLSKY,latest,released,1.20,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
DateTime-TimeZone-2.48,2021-09-25T01:23:43,DROLSKY,latest,released,2.48,,DateTime-TimeZone,"Time zone object base class and factory"
Time-OlsonTZ-Data-0.202102,2021-09-25T01:08:14,ZEFRAM,latest,released,0.202102,,Time-OlsonTZ-Data,"Olson timezone data"
BorderStyles-Standard-0.007,2021-09-25T00:05:38,PERLANCAR,latest,released,0.007,,BorderStyles-Standard,"A standard collection of border styles"
Bot-IRC-1.38,2021-09-24T22:46:29,GRYPHON,latest,released,1.38,,Bot-IRC,"Yet Another IRC Bot"
App-GhostWork-0.05,2021-09-24T21:44:25,INA,latest,released,0.05,,App-GhostWork,"Barcode Logger(When,Where,Who,What,toWhich,Why,Howmanysec)"
App-ElasticSearch-Utilities-8.2,2021-09-24T21:31:54,BLHOTSKY,latest,released,8.2,,App-ElasticSearch-Utilities,"Utilities for Monitoring ElasticSearch"
PDL-2.057_01,2021-09-24T20:55:04,ETJ,cpan,developer,2.057_01,,PDL,"Perl Data Language"
Test2-Tools-LoadModule-0.007,2021-09-24T20:25:50,WYANT,latest,released,0.007,,Test2-Tools-LoadModule,"Test whether a module can be successfully loaded."
DBIx-SearchBuilder-1.71,2021-09-24T20:25:38,BPS,latest,released,1.71,,DBIx-SearchBuilder,"Encapsulate SQL queries and rows in simple perl objects"
Net-Dimona-0.02,2021-09-24T17:39:55,GARU,latest,released,0.02,,Net-Dimona,"acesso rápido à API de print-on-demand da Dimona."
Mojo-Leds-1.11,2021-09-24T16:13:35,EBRUNI,latest,released,1.11,,Mojo-Leds,"Leds aka Light Environment (emi) for Development System based on Mojolicious"
DBIx-SearchBuilder-1.70,2021-09-24T15:03:57,BPS,cpan,released,1.70,,DBIx-SearchBuilder,"Encapsulate SQL queries and rows in simple perl objects"
App-DBBrowser-2.282,2021-09-24T14:53:29,KUERBIS,cpan,released,2.282,,App-DBBrowser,"Browse SQLite/MySQL/PostgreSQL databases and their tables interactively."
Bio-MUST-Core-0.212670,2021-09-24T14:29:46,DBAURAIN,latest,released,0.212670,,Bio-MUST-Core,"Core classes and utilities for Bio::MUST"
Photonic-0.019,2021-09-24T14:22:31,WLMB,cpan,released,0.019,,Photonic,"A perl package for calculations on photonics and metamaterials."
PGObject-Util-DBAdmin-1.5.0,2021-09-24T12:47:40,EHUELS,latest,released,v1.5.0,,PGObject-Util-DBAdmin,"PostgreSQL Database Management Facilities for PGObject"
App-Music-ChordPro-5.983,2021-09-24T10:02:09,JV,cpan,released,5.983,,App-Music-ChordPro,"A lyrics and chords formatting program"
PICA-Data-1.31,2021-09-24T08:36:08,VOJ,latest,released,1.31,,PICA-Data,"PICA record processing"
App-Greple-subst-2.2902,2021-09-24T05:55:34,UTASHIRO,cpan,released,2.2902,,App-Greple-subst,"Greple module for text search and substitution"
App-dateseq-0.105,2021-09-24T05:33:47,PERLANCAR,latest,released,0.105,,App-dateseq,"Generate a sequence of dates"
App-dateseq-0.104,2021-09-24T04:56:33,PERLANCAR,cpan,released,0.104,,App-dateseq,"Generate a sequence of dates"
SPVM-0.9015,2021-09-24T04:56:22,KIMOTO,latest,released,0.9015,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Dist-Zilla-Plugin-InsertCommandOutput-0.055,2021-09-24T00:06:03,PERLANCAR,latest,released,0.055,,Dist-Zilla-Plugin-InsertCommandOutput,"Insert the output of command into your POD"
App-perlimports-0.000020,2021-09-23T22:58:37,OALDERS,cpan,released,0.000020,,App-perlimports,"Make implicit imports explicit"
App-TimeTracker-3.010,2021-09-23T21:18:27,DOMM,latest,released,3.010,,App-TimeTracker,"time tracking for impatient and lazy command line lovers"
Task-AlienDev-0.01,2021-09-23T21:08:03,PLICEASE,cpan,released,0.01,1,Task-AlienDev,"Task bundle for Alien development"
Syntax-Operator-Zip-0.01,2021-09-23T21:02:43,PEVANS,latest,released,0.01,1,Syntax-Operator-Zip,"infix operator to compose two lists together"
Dist-Zilla-MintingProfile-AlienBuild-0.01,2021-09-23T19:37:39,PLICEASE,cpan,released,0.01,1,Dist-Zilla-MintingProfile-AlienBuild,"A minimal Dist::Zilla minting profile for Aliens"
XS-Parse-Keyword-0.17,2021-09-23T17:29:51,PEVANS,latest,released,0.17,,XS-Parse-Keyword,"XS functions to assist in parsing keyword syntax"
LaTeXML-0.8.6_2,2021-09-23T16:54:15,BRMILLER,cpan,developer,0.8.6_2,,LaTeXML,"transforms TeX and LaTeX into XML/HTML/MathML"
App-GhostWork-0.04,2021-09-23T15:26:59,INA,cpan,released,0.04,,App-GhostWork,"Barcode Logger(When,Where,Who,What,toWhich,Why,Howmanysec)"
Minion-Backend-MongoDB-1.10,2021-09-23T14:34:42,EBRUNI,latest,released,1.10,,Minion-Backend-MongoDB,"MongoDB backend for Minion"
Quiq-1.195,2021-09-23T12:57:41,FSEITZ,latest,released,1.195,,Quiq,"Class library for rapid development"
App-cpm-0.997007,2021-09-23T12:23:25,SKAJI,latest,released,0.997007,,App-cpm,"a fast CPAN module installer"
Gherkin-22.0.0,2021-09-23T12:14:20,CUKEBOT,latest,released,22.0.0,,Gherkin,"A parser and compiler for the Gherkin language"
App-Greple-subst-2.2901,2021-09-23T08:18:09,UTASHIRO,cpan,released,2.2901,,App-Greple-subst,"Greple module for text search and substitution"
Locale-Utils-Autotranslator-1.016,2021-09-23T07:51:16,STEFFENW,latest,released,1.016,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
App-GhostWork-0.03,2021-09-23T06:03:49,INA,cpan,released,0.03,,App-GhostWork,"Barcode Logger(When,Where,Who,What,toWhich,Why,Howmanysec)"
Stats-Hawking-0.1.3,2021-09-23T00:21:44,KOBOLDWIZ,latest,released,v0.1.3,,Stats-Hawking,"Perl extension for enhancing Random Number generators using Hawking Temperature in a Boltzmann Function/Distribution and a seed random."
Term-ANSIColor-Conditional-0.009,2021-09-23T00:06:15,PERLANCAR,latest,released,0.009,,Term-ANSIColor-Conditional,"Colorize text only if color is enabled"
Stats-Fermi-0.1.7,2021-09-22T23:44:18,KOBOLDWIZ,latest,released,v0.1.7,,Stats-Fermi,"Perl extension for Fermi, Boltzmann potentials"
Stats-Fermi-0.1.6,2021-09-22T23:37:29,KOBOLDWIZ,cpan,released,v0.1.6,,Stats-Fermi,"Perl extension for Fermi, Boltzmann potentials"
Stats-Hawking-0.1.2,2021-09-22T23:33:17,KOBOLDWIZ,cpan,released,v0.1.2,,Stats-Hawking,"Perl extension for enhancing Random Number generators using Hawking Temperature in a Boltzmann Function/Distribution and a seed random."
Convert-ASN1-0.33,2021-09-22T22:51:23,TIMLEGGE,latest,released,0.33,,Convert-ASN1,"Convert between perl data structures and ASN.1 encoded packets"
Unisyn-Parse-20210922,2021-09-22T21:50:56,PRBRENAN,cpan,released,20210922,,Unisyn-Parse,"Parse a Unisyn expression."
SNMP-Info-3.80,2021-09-22T21:44:26,OLIVER,latest,released,3.80,,SNMP-Info,"OO Interface to Network devices and MIBs through SNMP"
Nasm-X86-20210921,2021-09-22T21:41:31,PRBRENAN,cpan,released,20210921,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Bio-MUST-Core-0.212650,2021-09-22T20:43:48,DBAURAIN,backpan,released,0.212650,,Bio-MUST-Core,"Core classes and utilities for Bio::MUST"
GraphQL-Plugin-Convert-OpenAPI-0.22,2021-09-22T20:25:50,ETJ,latest,released,0.22,,GraphQL-Plugin-Convert-OpenAPI,"convert OpenAPI schema to GraphQL schema"
Math-BigInt-FastCalc-0.5011,2021-09-22T18:05:33,PJACKLAM,latest,released,0.5011,,Math-BigInt-FastCalc,"Math::BigInt::Calc with some XS for more speed"
Test2-Harness-UI-0.000086,2021-09-22T17:44:27,EXODIST,latest,released,0.000086,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Test2-Harness-UI-0.000085,2021-09-22T16:35:32,EXODIST,cpan,released,0.000085,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Const-Exporter-v1.2.1,2021-09-22T15:33:26,RRWO,latest,released,v1.2.1,,Const-Exporter,"Declare constants for export."
Locale-Utils-Autotranslator-1.015,2021-09-22T14:53:58,STEFFENW,backpan,released,1.015,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
TestRail-API-0.049,2021-09-22T13:40:10,TEODESIAN,latest,released,0.049,,TestRail-API,"Provides an interface to TestRail's REST api via HTTP"
Math-GMPq-0.47,2021-09-22T12:04:55,SISYPHUS,latest,released,0.47,,Math-GMPq,"Perl interface to the GMP rational functions"
App-Greple-subst-2.29,2021-09-22T10:24:29,UTASHIRO,cpan,released,2.29,,App-Greple-subst,"Greple module for text search and substitution"
Bitcoin-Crypto-1.002,2021-09-22T10:23:02,BRTASTIC,latest,released,1.002,,Bitcoin-Crypto,"Bitcoin cryptography in Perl"
Monoceros-0.28,2021-09-22T07:52:18,KAZEBURO,latest,released,0.28,,Monoceros,"PSGI/Plack server with event driven connection manager, preforking workers"
Config-Tiny-2.27,2021-09-22T06:46:26,RSAVAGE,latest,released,2.27,,Config-Tiny,"Read/Write .ini style files with as little code as possible"
Grizzly-0.103,2021-09-22T06:01:51,NOBUNAGA,latest,released,0.103,,Grizzly,"Grizzly - A command-line interface for looking up stock quote."
WWW-ELISA-0.07,2021-09-22T05:48:55,VPEIL,latest,released,0.07,,WWW-ELISA,"a module for working the the REST API ELi:SA (https://elisa.hbz-nrw.de/)"
XML-MyXML-1.07,2021-09-22T03:18:33,KARJALA,latest,released,1.07,,XML-MyXML,"A simple-to-use XML module, for parsing and creating XML documents"
App-GitHubUtils-0.007,2021-09-22T00:05:20,PERLANCAR,latest,released,0.007,,App-GitHubUtils,"Utilities related to GitHub"
Convert-ASN1-0.32-TRIAL,2021-09-21T21:46:25,TIMLEGGE,cpan,developer,0.32,,Convert-ASN1,"Convert between perl data structures and ASN.1 encoded packets"
Number-Phone-3.8001,2021-09-21T21:23:31,DCANTRELL,latest,released,3.8001,,Number-Phone,"base class for Number::Phone::* modules"
FFI-ExtractSymbols-0.06,2021-09-21T20:48:59,PLICEASE,latest,released,0.06,,FFI-ExtractSymbols,"Extract symbol names from a shared object or DLL"
XS-Parse-Keyword-0.16,2021-09-21T20:23:18,PEVANS,cpan,released,0.16,,XS-Parse-Keyword,"XS functions to assist in parsing keyword syntax"
Test2-Harness-1.000073,2021-09-21T18:46:03,EXODIST,latest,released,1.000073,,Test2-Harness,"A new and improved test harness with better Test2 integration."
PGPLOT-Device-0.12,2021-09-21T18:21:45,DJERIUS,latest,released,0.12,,PGPLOT-Device,"autogenerate PGPLOT device names"
WebService-GoShippo-0.0002,2021-09-21T17:29:46,COLINK,latest,released,0.0002,,WebService-GoShippo,"A simple client to Shippo's REST API."
Test2-Plugin-Cover-0.000025,2021-09-21T16:32:41,EXODIST,latest,released,0.000025,,Test2-Plugin-Cover,"Fast and Minimal file coverage info."
Redis-OpenTracing-v0.1.1,2021-09-21T15:37:54,VANHOESEL,cpan,released,v0.1.1,,Redis-OpenTracing,"Wrap Redis inside OpenTracing"
Math-BigInt-1.999824,2021-09-21T15:09:31,PJACKLAM,latest,released,1.999824,,Math-BigInt,"Pure Perl module to test Math::BigInt with scalars"
Locale-Utils-Autotranslator-1.014,2021-09-21T14:50:12,STEFFENW,backpan,released,1.014,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
WWW-Mechanize-2.05,2021-09-21T14:23:14,OALDERS,latest,released,2.05,,WWW-Mechanize,"Handy web browsing in a Perl object"
App-GhostWork-0.02,2021-09-21T14:00:15,INA,cpan,released,0.02,,App-GhostWork,"Barcode Logger(When,Where,Who,What,toWhich,Why)"
WWW-ELISA-0.06,2021-09-21T13:28:26,VPEIL,cpan,released,0.06,,WWW-ELISA,"a module for working the the REST API ELi:SA (https://elisa.hbz-nrw.de/)"
Games-TabNoun-0.004,2021-09-21T13:17:57,PERLANCAR,latest,released,0.004,,Games-TabNoun,"Select nouns from list of words, as fast as possible"
Media-Convert-1.0.0,2021-09-21T11:02:47,WOUTER,latest,released,v1.0.0,1,Media-Convert,"a Moose-based library to work with media assets"
Alien-libvterm-0.01_002,2021-09-21T10:20:58,PEVANS,cpan,developer,0.01_002,,Alien-libvterm,"Alien wrapping for libvterm"
App-ansicolumn-1.13,2021-09-21T09:44:01,UTASHIRO,cpan,released,1.13,,App-ansicolumn,"ANSI sequence aware column command"
SPVM-0.9014,2021-09-21T04:53:09,KIMOTO,cpan,released,0.9014,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Games-TabNoun-0.003,2021-09-21T04:41:26,PERLANCAR,backpan,released,0.003,,Games-TabNoun,"Select nouns from list of words, as fast as possible"
JSON-Schema-Modern-0.519,2021-09-21T03:58:44,ETHER,cpan,released,0.519,,JSON-Schema-Modern,"Validate data against a schema"
Chess-Plisco-0.2,2021-09-21T03:44:11,GUIDO,latest,released,0.2,,Chess-Plisco,"Representation of a chess position with move generator, legality checker etc."
BioX-Seq-0.008002,2021-09-21T03:03:15,VOLKENING,latest,released,0.008002,,BioX-Seq,"a (very) basic biological sequence object"
Games-TabRace-0.010,2021-09-21T02:27:36,PERLANCAR,latest,released,0.010,,Games-TabRace,"Type numbers digit by digit, as fast as you can"
Games-TabNoun-0.002,2021-09-21T01:26:43,PERLANCAR,backpan,released,0.002,,Games-TabNoun,"Select nouns from list of words, as fast as possible"
Games-TabNoun-0.001,2021-09-21T01:16:17,PERLANCAR,backpan,released,0.001,1,Games-TabNoun,"Select nouns from list of words, as fast as possible"
WordLists-EN-Noun-0.003,2021-09-21T00:05:15,PERLANCAR,latest,released,0.003,,WordLists-EN-Noun,"Collection of English nouns"
libwww-perl-6.57,2021-09-20T20:29:02,OALDERS,latest,released,6.57,,libwww-perl,"The World-Wide Web library for Perl"
Module-CoreList-5.20210920,2021-09-20T19:56:27,BINGOS,latest,released,5.20210920,,Module-CoreList,"what modules shipped with versions of perl"
CPAN-Perl-Releases-5.20210920,2021-09-20T19:56:16,BINGOS,latest,released,5.20210920,,CPAN-Perl-Releases,"Mapping Perl releases on CPAN to the location of the tarballs"
perl-5.35.4,2021-09-20T19:46:41,WOLFSAGE,cpan,developer,5.035004,,perl,"The Perl 5 language interpreter"
Chess-Plisco-0.2.0,2021-09-20T18:05:04,GUIDO,cpan,released,0.2.0,1,Chess-Plisco,"Representation of a chess position with move generator, legality checker etc."
Log-Log4perl-Layout-JSON-0.59,2021-09-20T17:38:18,MSCHOUT,latest,released,0.59,,Log-Log4perl-Layout-JSON,"Layout a log message as a JSON hash, including MDC data"
Acme-PodOnly-0.001003,2021-09-20T15:41:56,HAARG,cpan,released,0.001003,,Acme-PodOnly,"A distribution that only contains Pod"
PDL-VectorValued-1.0.13,2021-09-20T15:32:40,MOOCOW,latest,released,v1.0.13,,PDL-VectorValued,"Assorted utilities for vector-valued PDLs"
Acme-PodOnly-0.001002,2021-09-20T15:31:13,HAARG,cpan,released,0.001002,,Acme-PodOnly,"A distribution that only contains Pod"
Acme-PodOnly-0.001001,2021-09-20T14:50:32,HAARG,cpan,released,0.001001,1,Acme-PodOnly,"A distribution that only contains Pod"
Mojo-Leds-1.10,2021-09-20T13:57:01,EBRUNI,cpan,released,1.10,,Mojo-Leds,"Leds aka Light Environment (emi) for Development System based on Mojolicious"
Metabolomics-Fragment-Annotation-0.6.5.1,2021-09-20T13:09:08,GIACOMONI,latest,released,v0.6.5,,Metabolomics-Fragment-Annotation,"Perl extension for fragment annotation in metabolomics "
