release,date,author,status,maturity,version,first,distribution,abstract
BoardStreams-v0.0.8,2021-01-31T16:46:20,KARJALA,backpan,released,v0.0.8,,BoardStreams,"An easy way to use WebSockets on the browser and on the server"
re-engine-RE2-0.14,2021-01-31T16:24:35,DGL,latest,released,0.14,,re-engine-RE2,"RE2 regex engine"
Workflow-1.51,2021-01-31T15:10:02,JONASBN,cpan,released,1.51,,Workflow,"Simple, flexible system to implement workflows"
Lemonldap-NG-Portal-2.0.11,2021-01-31T14:52:09,COUDOT,cpan,released,v2.0.11,,Lemonldap-NG-Portal,"The authentication portal part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Manager-2.0.11,2021-01-31T14:51:57,COUDOT,cpan,released,v2.0.11,,Lemonldap-NG-Manager,"Perl extension for managing Lemonldap::NG Web-SSO system."
Lemonldap-NG-Handler-2.0.11,2021-01-31T14:51:46,COUDOT,cpan,released,v2.0.11,,Lemonldap-NG-Handler,"The Apache protection module part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Common-2.0.11,2021-01-31T14:51:35,COUDOT,cpan,released,v2.0.11,,Lemonldap-NG-Common,"Common files for Lemonldap::NG infrastructure"
Finance-Nadex-0.10,2021-01-31T14:18:18,MHANDISI,cpan,released,0.10,,Finance-Nadex,"Interact with the North American Derivatives Exchange"
App-bookmarks-0.25,2021-01-31T11:30:01,KALDOR,backpan,released,0.25,,App-bookmarks,"Export browser bookmarks as plain text."
SReview-0.7.1,2021-01-31T11:04:23,WOUTER,cpan,released,v0.7.1,,SReview,"a video review and transcoding system"
SReview-0.7.0,2021-01-31T10:46:33,WOUTER,cpan,released,v0.7.0,,SReview,"a video review and transcoding system"
App-bookmarks-0.24,2021-01-31T10:39:57,KALDOR,backpan,released,0.24,,App-bookmarks,"Export browser bookmarks as plain text."
Mojolicious-Plugin-Util-RandomString-0.08_1,2021-01-31T10:09:12,AKRON,backpan,developer,0.08_1,,Mojolicious-Plugin-Util-RandomString,"Generate Secure Random Strings for Mojolicious"
App-perlbrew-0.91,2021-01-31T08:16:25,GUGOD,cpan,released,0.91,,App-perlbrew,"Manage perl installations in your $HOME"
BoardStreams-v0.0.7,2021-01-31T06:23:16,KARJALA,backpan,released,v0.0.7,,BoardStreams,"An easy way to use WebSockets on the browser and on the server"
CSS-Minifier-XS-0.12,2021-01-31T05:47:39,GTERMARS,cpan,released,0.12,,CSS-Minifier-XS,"XS based CSS minifier"
Pulsar-WebSocket-Client-0.01,2021-01-31T05:33:14,WESLEY,latest,released,0.01,1,Pulsar-WebSocket-Client,"Perl client for Apache Pulsar WebSocket API"
Apache2-SSI-v0.1.1,2021-01-31T05:31:46,JDEGUEST,cpan,released,v0.1.0,1,Apache2-SSI,"Apache2 Server Side Include"
Lingua-Guess-0.03,2021-01-31T03:14:01,BKB,latest,released,0.03,,Lingua-Guess,"Guess the language of text"
Data-QuickMemoPlus-Reader-0.01,2021-01-31T03:04:54,BSHIELDS,latest,released,0.01,1,Data-QuickMemoPlus-Reader,"Extract text from QuickMemo+ LQM export files."
Git-Bunch-0.628,2021-01-31T02:58:13,PERLANCAR,backpan,released,0.628,,Git-Bunch,"Manage gitbunch directory (directory which contain git repos)"
Log-ger-0.038,2021-01-31T02:47:01,PERLANCAR,latest,released,0.038,,Log-ger,"A lightweight, flexible logging framework"
IPC-System-Options-0.340,2021-01-31T02:46:50,PERLANCAR,latest,released,0.340,,IPC-System-Options,"Perl's system(), readpipe()/qx, IPC::Run's run(), start() (with more options)"
WordList-ID-ColorName-HTML_ID-0.002,2021-01-31T00:06:20,PERLANCAR,latest,released,0.002,1,WordList-ID-ColorName-HTML_ID,"List of color names from Graphics::ColorNames::HTML_ID"
CatalystX-Errors-0.001003,2021-01-30T22:46:07,JJNAPIORK,cpan,released,0.001003,,CatalystX-Errors,"Default Web HTTP Error Pages"
Finance-Nadex-0.09,2021-01-30T20:52:10,MHANDISI,cpan,released,0.09,,Finance-Nadex,"Interact with the North American Derivatives Exchange"
Class-Measure-0.09,2021-01-30T19:55:04,BLUEFEET,latest,released,0.09,,Class-Measure,"Create, compare, and convert units of measurement."
Catalyst-Plugin-Starch-0.08,2021-01-30T19:49:41,BLUEFEET,latest,released,0.08,,Catalyst-Plugin-Starch,"Catalyst session plugin via Starch."
Crypt-OpenSSL-Verify-0.28,2021-01-30T18:50:06,TIMLEGGE,cpan,released,0.28,,Crypt-OpenSSL-Verify,"OpenSSL Verify certificate verification in XS."
Shell-Autobox-v1.0.1,2021-01-30T18:33:24,CHOCOLATE,backpan,released,v1.0.1,,Shell-Autobox,"pipe Perl strings through shell commands"
Template-Tiny-1.13,2021-01-30T17:29:44,ETHER,cpan,released,1.13,,Template-Tiny,"Template Toolkit reimplemented in as little code as possible"
Shell-Autobox-v1.0.0,2021-01-30T16:41:31,CHOCOLATE,backpan,released,v1.0.0,,Shell-Autobox,"pipe Perl strings through shell commands"
Mail-DeliveryStatus-BounceParser-1.543,2021-01-30T16:25:53,RJBS,latest,released,1.543,,Mail-DeliveryStatus-BounceParser,"utility functions for Mail::DeliveryStatus::BounceParser's unittests"
lib-archive-0.91,2021-01-30T14:11:55,TOMK,latest,released,0.91,,lib-archive,"load pure-Perl modules directly from TAR archives"
lib-archive-0.9.1,2021-01-30T13:59:02,TOMK,backpan,released,v0.9.1,1,lib-archive,"load pure-Perl modules directly from TAR archives"
BoardStreams-v0.0.6,2021-01-30T11:41:02,KARJALA,backpan,released,v0.0.6,,BoardStreams,"An easy way to use WebSockets on the browser and on the server"
CtrlO-PDF-0.10,2021-01-30T10:01:53,ABEVERLEY,cpan,released,0.10,,CtrlO-PDF,"high level PDF creator"
HTML-Make-Page-0.00_01,2021-01-30T07:42:47,BKB,backpan,developer,0.00_01,1,HTML-Make-Page,"Automate making HTML <head> and <body>"
HTML-Make-0.15,2021-01-30T07:42:35,BKB,latest,released,0.15,,HTML-Make,"A flexible HTML generator"
Task-PerlCriticAllPolicies-0.01,2021-01-30T07:41:09,GUGOD,cpan,released,0.01,1,Task-PerlCriticAllPolicies,"A Task for installing all Perl::Critic policies at once."
GitLab-API-v4-0.26,2021-01-30T07:11:26,BLUEFEET,latest,released,0.26,,GitLab-API-v4,"A complete GitLab API v4 client."
GitLab-API-v3-1.06,2021-01-30T06:38:10,BLUEFEET,latest,released,1.06,,GitLab-API-v3,"A complete GitLab API v3 client. (DEPRECATED)"
Geo-Distance-0.25,2021-01-30T06:25:16,BLUEFEET,latest,released,0.25,,Geo-Distance,"Calculate distances and closest locations. (DEPRECATED)"
Geo-Coordinates-GMap-0.09,2021-01-30T06:22:27,BLUEFEET,latest,released,0.09,,Geo-Coordinates-GMap,"Routines for converting decimal lat/lon to Google Map tiles, and back again."
GIS-Distance-GeoEllipsoid-0.13,2021-01-30T06:17:06,BLUEFEET,latest,released,0.13,,GIS-Distance-GeoEllipsoid,"Geo::Ellipsoid distance calculations."
GIS-Distance-Fast-0.15,2021-01-30T06:12:40,BLUEFEET,latest,released,0.15,,GIS-Distance-Fast,"C implementation of GIS::Distance formulas."
GIS-Distance-0.19,2021-01-30T06:08:12,BLUEFEET,latest,released,0.19,,GIS-Distance,"Calculate geographic distances."
Data-Xslate-0.09,2021-01-30T05:46:28,BLUEFEET,latest,released,0.09,,Data-Xslate,"Templatize your data."
Data-Serializer-JSON-MaybeXS-0.03,2021-01-30T05:41:08,BLUEFEET,latest,released,0.03,,Data-Serializer-JSON-MaybeXS,"Serialize data using JSON::MaybeXS."
RxPerl-IOAsync-v6.0.1,2021-01-30T05:05:36,KARJALA,backpan,released,v6.0.1,,RxPerl-IOAsync,"IO::Async adapter for RxPerl"
RxPerl-AnyEvent-v6.0.1,2021-01-30T05:04:10,KARJALA,backpan,released,v6.0.1,,RxPerl-AnyEvent,"AnyEvent adapter for RxPerl"
BoardStreams-v0.0.5,2021-01-30T04:41:50,KARJALA,backpan,released,v0.0.5,,BoardStreams,"An easy way to use WebSockets on the browser and on the server"
BoardStreams-v0.0.4,2021-01-30T04:24:31,KARJALA,backpan,released,v0.0.4,,BoardStreams,"An easy way to use WebSockets on the browser and on the server"
Data-MethodProxy-0.05,2021-01-30T03:29:55,BLUEFEET,latest,released,0.05,,Data-MethodProxy,"Inject dynamic data into static data."
Config-Registry-0.04,2021-01-30T03:25:50,BLUEFEET,latest,released,0.04,,Config-Registry,"Settings bundler."
Config-Locale-0.10,2021-01-30T03:20:29,BLUEFEET,latest,released,0.10,,Config-Locale,"Load and merge locale-specific configuration files."
Catalyst-Plugin-Starch-0.07,2021-01-30T03:16:23,BLUEFEET,cpan,released,0.07,,Catalyst-Plugin-Starch,"Catalyst session plugin via Starch."
Perinci-CmdLine-Lite-1.903,2021-01-30T00:59:30,PERLANCAR,backpan,released,1.903,,Perinci-CmdLine-Lite,"A Rinci/Riap-based command-line application framework"
Perinci-CmdLine-Lite-1.902,2021-01-30T00:56:18,PERLANCAR,backpan,released,1.902,,Perinci-CmdLine-Lite,"A Rinci/Riap-based command-line application framework"
Perinci-CmdLine-Lite-1.901,2021-01-30T00:51:52,PERLANCAR,backpan,released,1.901,,Perinci-CmdLine-Lite,"A Rinci/Riap-based command-line application framework"
Astro-PAL-1.09,2021-01-30T00:45:16,GSB,latest,released,1.09,,Astro-PAL,"Perl interface to Starlink PAL positional astronomy library"
WordList-EN-ColorName-WWW-0.004,2021-01-30T00:05:53,PERLANCAR,latest,released,0.004,,WordList-EN-ColorName-WWW,"Color names from Graphics::ColorNames::WWW"
Business-OnlinePayment-Vindicia-Select-0.003,2021-01-30T00:04:26,OAXLIN,latest,released,0.003,,Business-OnlinePayment-Vindicia-Select,"Backend for Business::OnlinePayment"
App-PDFUtils-0.004,2021-01-29T23:31:18,PERLANCAR,backpan,released,0.004,,App-PDFUtils,"Command-line utilities related to PDF files"
URI-5.07,2021-01-29T22:52:47,OALDERS,cpan,released,5.07,,URI,"Uniform Resource Identifiers (absolute and relative)"
Data-Prepare-0.004,2021-01-29T22:43:39,ETJ,backpan,released,0.004,,Data-Prepare,"prepare CSV (etc) data for automatic processing"
SQL-Abstract-More-1.37,2021-01-29T20:54:54,DAMI,latest,released,1.37,,SQL-Abstract-More,"extension of SQL::Abstract with more constructs and more flexible API"
Specio-0.47,2021-01-29T19:06:54,DROLSKY,latest,released,0.47,,Specio,"Type constraints and coercions for Perl"
Simd-Avx512-20210130,2021-01-29T18:43:54,PRBRENAN,latest,released,20210130,,Simd-Avx512,"Simd::Avx512 - Emulate SIMD Avx512 instructions"
Module-Release-2.126_01,2021-01-29T18:39:53,BDFOY,backpan,developer,2.126_01,,Module-Release,"Automate software releases"
AnyEvent-Discord-0.6,2021-01-29T17:22:23,NMELNICK,latest,released,0.6,,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
AnyEvent-Discord-0.5,2021-01-29T17:12:02,NMELNICK,backpan,released,0.5,,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
CSS-Tidy-0.01,2021-01-29T13:57:16,BKB,backpan,released,0.01,,CSS-Tidy,"reformat CSS"
AnyEvent-YACurl-0.20,2021-01-29T12:52:38,TVDW,cpan,released,0.20,,AnyEvent-YACurl,"Yet Another curl binding for AnyEvent"
AnyEvent-YACurl-0.19,2021-01-29T10:51:16,TVDW,cpan,released,0.19,,AnyEvent-YACurl,"Yet Another curl binding for AnyEvent"
PPIx-QuoteLike-0.014_02,2021-01-29T10:09:25,WYANT,backpan,developer,0.014_02,,PPIx-QuoteLike,"Parse Perl string literals and string-literal-like things."
Number-ZipCode-JP-0.20210129,2021-01-29T09:44:57,TANIGUCHI,cpan,released,0.20210129,,Number-ZipCode-JP,"Validate Japanese zip-codes"
PPIx-QuoteLike-0.014_01,2021-01-29T08:56:47,WYANT,backpan,developer,0.014_01,,PPIx-QuoteLike,"Parse Perl string literals and string-literal-like things."
WebService-GoogleAPI-Client-0.24,2021-01-29T08:34:37,VEESH,cpan,released,0.24,,WebService-GoogleAPI-Client,"Google API Discovery and SDK"
Text-BibTeX-Validate-0.1.0,2021-01-29T06:31:58,MERKYS,backpan,released,0.1.0,1,Text-BibTeX-Validate,"validator for BibTeX format"
App-scriptdist-1.001,2021-01-29T02:26:48,BDFOY,latest,released,1.001,,App-scriptdist,"create a distribution around a perl script"
App-ansicolumn-1.05,2021-01-29T02:25:26,UTASHIRO,cpan,released,1.05,,App-ansicolumn,"ANSI sequence aware column command"
Log-Log4perl-Appender-ScreenColoredLevels-UsingMyColors-0.113,2021-01-29T02:24:00,BDFOY,latest,released,0.113,,Log-Log4perl-Appender-ScreenColoredLevels-UsingMyColors,"Colorize messages according to level amd my colors"
Net-PublicSuffixList-0.501,2021-01-29T01:44:36,BDFOY,latest,released,0.501,,Net-PublicSuffixList,"The Mozilla Public Suffix List"
App-perlbrew-0.90,2021-01-29T00:51:07,GUGOD,backpan,released,0.89,,App-perlbrew,"Manage perl installations in your $HOME"
CSS-Struct-Output-Indent-ANSIColor-0.01,2021-01-29T00:21:47,SKIM,cpan,released,0.01,1,CSS-Struct-Output-Indent-ANSIColor,"Indent printing 'CSS::Struct' structure to CSS code with ansi color output."
WordList-EN-ColorName-WWW-0.003,2021-01-29T00:06:02,PERLANCAR,backpan,released,0.003,1,WordList-EN-ColorName-WWW,"Color names from Graphics::ColorNames::WWW"
Net-Async-Pusher-0.005,2021-01-28T23:53:01,TEAM,latest,released,0.005,,Net-Async-Pusher,"use pusher.com with IO::Async"
Table-Trans-0.00_01,2021-01-28T23:49:00,BKB,backpan,developer,0.00_01,1,Table-Trans,"simple translations for templating"
CSS-Struct-Output-Indent-0.04,2021-01-28T23:09:34,SKIM,latest,released,0.04,,CSS-Struct-Output-Indent,"Indent printing 'CSS::Struct' structure to CSS code."
JSON-Path-0.431,2021-01-28T23:05:12,POPEFELIX,cpan,released,0.431,,JSON-Path,"search nested hashref/arrayref structures using JSONPath"
Net-Google-Drive-Simple-0.19,2021-01-28T23:03:45,ATOOMIC,latest,released,0.19,,Net-Google-Drive-Simple,"Simple modification of Google Drive data"
PPI-App-ppi_version-BDFOY-0.142,2021-01-28T22:50:47,BDFOY,cpan,released,0.142,,PPI-App-ppi_version-BDFOY,"brian d foy's rip off of Adam's ppi_version"
Dicom-DCMTK-DCMDump-Get-0.04,2021-01-28T22:19:57,SKIM,latest,released,0.04,,Dicom-DCMTK-DCMDump-Get,"Perl Class for getting DICOM DCMTK dcmdump output for DICOM file."
Test-Output-1.032,2021-01-28T22:15:51,BDFOY,cpan,released,1.032,,Test-Output,"Utilities to test STDOUT and STDERR messages."
Mojolicious-Matterbridge-0.02,2021-01-28T22:05:19,CORION,latest,released,0.02,,Mojolicious-Matterbridge,"a simplistic module to connect to chat servers via matterbridge"
WordPress-Grep-0.010_005,2021-01-28T21:43:39,BDFOY,cpan,developer,0.010_005,,WordPress-Grep,"Search Wordpress titles and content"
Domain-PublicSuffix-0.19,2021-01-28T18:22:47,NMELNICK,latest,released,0.19,,Domain-PublicSuffix,"Parse a domain down to root"
Domain-PublicSuffix-0.18,2021-01-28T18:17:25,NMELNICK,cpan,released,0.18,,Domain-PublicSuffix,"Parse a domain down to root"
WebService-GoogleAPI-Client-0.23,2021-01-28T17:18:43,VEESH,cpan,released,0.23,,WebService-GoogleAPI-Client,"Google API Discovery and SDK"
AnyEvent-Discord-0.4,2021-01-28T17:07:04,NMELNICK,backpan,released,0.4,,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
AnyEvent-Discord-0.3,2021-01-28T17:00:28,NMELNICK,backpan,released,0.3,,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
Crayon-0.05,2021-01-28T16:42:31,LNATION,cpan,released,0.05,,Crayon,"dedupe, minify and extend CSS"
Mojolicious-Plugin-Piwik-0.28,2021-01-28T15:53:02,AKRON,backpan,released,0.28,,Mojolicious-Plugin-Piwik,"Use Matomo (Piwik) in Mojolicious"
AnyEvent-Discord-0.2,2021-01-28T15:46:26,NMELNICK,backpan,released,0.2,,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
SQL-Translator-Parser-OpenAPI-0.08,2021-01-28T15:36:01,ETJ,latest,released,0.08,,SQL-Translator-Parser-OpenAPI,"convert OpenAPI schema to SQL::Translator schema"
AnyEvent-Discord-0.1,2021-01-28T15:19:18,NMELNICK,backpan,released,0.1,1,AnyEvent-Discord,"Provides an AnyEvent interface to the Discord bot API"
Template-Plugin-XML-Feed-v1.0.3,2021-01-28T15:19:07,DAVECROSS,latest,released,v1.0.3,,Template-Plugin-XML-Feed,"Plugin interface to XML::Feed"
SQL-Tree-0.05,2021-01-28T15:12:31,MLAWREN,latest,released,0.05,,SQL-Tree,"Generate a trigger-based SQL tree implementation"
Table-Translations-0.00_01,2021-01-28T14:54:38,BKB,backpan,developer,0.00_01,1,Table-Translations,"simple translations for templating"
SQL-Abstract-More-1.36,2021-01-28T14:42:59,DAMI,cpan,released,1.36,,SQL-Abstract-More,"extension of SQL::Abstract with more constructs and more flexible API"
PPIx-Regexp-0.078,2021-01-28T14:30:36,WYANT,cpan,released,0.078,,PPIx-Regexp,"Parse regular expressions"
XML-Feed-0.61,2021-01-28T14:25:56,DAVECROSS,cpan,released,0.61,,XML-Feed,"XML Syndication Feed Support"
HTML-Hyphenate-v1.1.10,2021-01-28T14:15:28,IPENBURG,latest,released,v1.1.10,,HTML-Hyphenate,"insert soft hyphens into HTML"
CSS-Struct-0.04,2021-01-28T10:40:38,SKIM,cpan,released,0.04,,CSS-Struct,"Struct oriented CSS manipulation."
CSS-Struct-Output-Indent-0.03,2021-01-28T10:22:41,SKIM,cpan,released,0.03,,CSS-Struct-Output-Indent,"Indent printing 'CSS::Struct' structure to CSS code."
App-Pod-Example-0.19,2021-01-28T10:14:48,SKIM,latest,released,0.19,,App-Pod-Example,"Base class for pod_example script."
JSON-Validator-4.13,2021-01-28T09:24:21,JHTHORSEN,cpan,released,4.13,,JSON-Validator,"Validate data against a JSON schema"
Crayon-0.04,2021-01-28T06:45:07,LNATION,cpan,released,0.04,,Crayon,"dedupe, minify and extend CSS"
JSON-Path-0.430,2021-01-28T05:36:23,POPEFELIX,cpan,released,0.430,,JSON-Path,"search nested hashref/arrayref structures using JSONPath"
CSS-Tidy-0.00_03,2021-01-28T05:19:45,BKB,backpan,developer,0.00_03,,CSS-Tidy,"reformat CSS"
Net-AppDynamics-REST-1.007,2021-01-28T02:12:49,AKALINUX,latest,released,1.007,,Net-AppDynamics-REST,"AppDynamics AnyEvent Friendly REST Client"
Simd-Avx512-20210128,2021-01-28T02:08:44,PRBRENAN,cpan,released,20210128,,Simd-Avx512,"Simd::Avx512 - Emulate SIMD instructions"
SPVM-0.0930,2021-01-28T01:40:39,KIMOTO,backpan,released,0.0930,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
WordList-MetaSyntactic-Any-0.003,2021-01-28T00:05:41,PERLANCAR,latest,released,0.003,,WordList-MetaSyntactic-Any,"Wordlist from any Acme::MetaSyntactic::* module"
CellBIS-SQL-Abstract-1.3,2021-01-27T23:46:10,YUSRIDEB,cpan,released,1.3,,CellBIS-SQL-Abstract,"SQL Query Generator"
Crypt-OpenSSL-Verify-0.27,2021-01-27T22:37:45,TIMLEGGE,cpan,released,0.20,,Crypt-OpenSSL-Verify,"OpenSSL Verify certificate verification in XS."
Task-Devel-Essentials-0.015,2021-01-27T20:59:05,MHASCH,latest,released,0.015,,Task-Devel-Essentials,"Bundle of modules useful for developers"
SQL-Tree-0.05_1,2021-01-27T20:42:10,MLAWREN,cpan,developer,0.05_1,,SQL-Tree,"Generate a trigger-based SQL tree implementation"
Mojolicious-Matterbridge-0.01,2021-01-27T20:31:23,CORION,cpan,released,0.01,1,Mojolicious-Matterbridge,"a simplistic module to connect to chat servers via matterbridge"
DBIx-OnlineDDL-v0.930.1,2021-01-27T20:29:56,GSG,latest,released,v0.930.1,,DBIx-OnlineDDL,"Run DDL on online databases safely"
Date-Holidays-FR-0.04,2021-01-27T19:26:35,JFORGET,latest,released,0.04,,Date-Holidays-FR,"Determine French holidays"
Text-DSV-0.11,2021-01-27T19:04:50,SKIM,latest,released,0.11,,Text-DSV,"DSV parser and serializer."
cPanel-PublicAPI-2.8,2021-01-27T18:50:35,CPANEL,latest,released,2.8,,cPanel-PublicAPI,"A perl interface for interacting with cPanel"
Smartcat-App-0.0.5,2021-01-27T18:49:08,TARAS,cpan,released,0.0.5,,Smartcat-App,"Smartcat cli application"
cPanel-PublicAPI-2.8,2021-01-27T18:46:10,FELIPE,cpan,released,2.8,,cPanel-PublicAPI,"A perl interface for interacting with cPanel"
Random-Set-0.07,2021-01-27T18:30:44,SKIM,latest,released,0.07,,Random-Set,"Class for random set generation"
Mnet-5.22_TRIAL21,2021-01-27T18:26:43,MMENZA,backpan,released,5.22_TRIAL21,,Mnet,"Testable network automation and reporting"
Random-Day-0.10,2021-01-27T18:22:40,SKIM,latest,released,0.10,,Random-Day,"Class for random day generation"
Dist-Zilla-PluginBundle-Author-GSG-v0.1.4,2021-01-27T18:21:13,GSG,cpan,released,v0.1.4,,Dist-Zilla-PluginBundle-Author-GSG,"Grant Street Group CPAN dists"
Mnet-5.22_TRIAL02,2021-01-27T18:13:26,MMENZA,backpan,released,5.22_TRIAL02,,Mnet,"Testable network automation and reporting"
CatalystX-Errors-0.001002,2021-01-27T18:10:13,JJNAPIORK,cpan,released,0.001002,,CatalystX-Errors,"Default Web HTTP Error Pages"
Art-World-0.18,2021-01-27T18:00:39,SMONFF,backpan,released,0.18,,Art-World,"Agents interactions modeling  🎨"
CatalystX-Errors-0.001001,2021-01-27T18:00:27,JJNAPIORK,cpan,released,0.001001,1,CatalystX-Errors,"Default Web HTTP Error Pages"
GraphQL-0.46,2021-01-27T16:39:39,ETJ,backpan,released,0.46,,GraphQL,"Perl implementation of GraphQL"
Graph-0.9717,2021-01-27T16:29:23,ETJ,backpan,released,0.9717,,Graph,"graph data structures and algorithms"
Mojolicious-8.72,2021-01-27T15:33:24,SRI,cpan,released,8.72,,Mojolicious,"Real-time web framework"
GraphQL-0.45,2021-01-27T15:14:22,ETJ,backpan,released,0.45,,GraphQL,"Perl implementation of GraphQL"
SGML-PYX-0.07,2021-01-27T15:07:43,SKIM,latest,released,0.07,,SGML-PYX,"SGML to PYX parser."
TAP-Formatter-Camelcade-2021.1,2021-01-27T15:06:02,HURRICUP,latest,released,2021.1,,TAP-Formatter-Camelcade,"Converts test events from TAP::Harness to the TeamCity format"
Data-Prepare-0.003,2021-01-27T14:37:58,ETJ,backpan,released,0.003,,Data-Prepare,"prepare CSV (etc) data for automatic processing"
Tag-Reader-Perl-0.02,2021-01-27T13:44:42,SKIM,latest,released,0.02,,Tag-Reader-Perl,"Parse SGML/HTML/XML by each ""tag""."
Config-Model-Backend-Augeas-0.125,2021-01-27T13:36:50,DDUMONT,latest,released,0.125,,Config-Model-Backend-Augeas,"Read and write configuration data through Augeas"
Graph-Reader-UnicodeTree-0.03,2021-01-27T12:00:41,SKIM,latest,released,0.03,,Graph-Reader-UnicodeTree,"Perl class for reading a graph from unicode tree text format."
File-Find-Rule-DWG-0.03,2021-01-27T10:42:10,SKIM,latest,released,0.03,,File-Find-Rule-DWG,"Common rules for searching DWG files."
File-Find-Rule-DMIDecode-0.05,2021-01-27T10:36:49,SKIM,latest,released,0.05,,File-Find-Rule-DMIDecode,"Common rules for searching for dmidecode files."
App-Greple-xp-0.02,2021-01-27T09:14:33,UTASHIRO,cpan,released,0.02,,App-Greple-xp,"extended pattern module"
RxPerl-v6.5.0,2021-01-27T08:54:42,KARJALA,backpan,released,v6.5.0,,RxPerl,"an implementation of Reactive Extensions / rxjs for Perl"
File-Find-Rule-BOM-0.03,2021-01-27T08:53:15,SKIM,latest,released,0.03,,File-Find-Rule-BOM,"Common rules for searching for BOM in files."
Types-RENEEB-0.09,2021-01-27T07:19:31,RENEEB,latest,released,0.09,,Types-RENEEB,"Several predefined Type::Tiny types"
App-Greple-xp-0.01,2021-01-27T07:04:04,UTASHIRO,cpan,released,0.01,1,App-Greple-xp,"extended pattern module"
RxPerl-Mojo-v6.0.1,2021-01-27T04:43:47,KARJALA,backpan,released,v6.0.1,,RxPerl-Mojo,"Mojo::IOLoop adapter for RxPerl"
CSS-Tidy-0.00_02,2021-01-27T03:46:47,BKB,backpan,developer,0.00_02,,CSS-Tidy,"reformat CSS"
Data-UUID-NCName-0.06_02,2021-01-27T02:17:01,DORIAN,cpan,developer,0.06_02,,Data-UUID-NCName,"Make valid NCName tokens which are also UUIDs."
CSS-Tidy-0.00_01,2021-01-27T00:52:18,BKB,backpan,developer,0.00_01,1,CSS-Tidy,"reformat CSS"
Wikibase-Datatype-Struct-0.07,2021-01-27T00:44:27,SKIM,cpan,released,0.07,,Wikibase-Datatype-Struct,"Wikibase data types struct conversions."
CGI-Pure-0.09,2021-01-27T00:40:19,SKIM,latest,released,0.09,,CGI-Pure,"Common Gateway Interface Class."
Mnet-5.22_TRIAL1,2021-01-27T00:37:26,MMENZA,backpan,released,5.22_TRIAL1,,Mnet,"Testable network automation and reporting"
Map-Tube-Warsaw-0.08,2021-01-27T00:35:59,SKIM,latest,released,0.08,,Map-Tube-Warsaw,"Interface to the Warsaw Tube Map."
Mnet-5.22_TRIAL01,2021-01-27T00:19:21,MMENZA,backpan,released,5.22_TRIAL01,,Mnet,"Testable network automation and reporting"
WordList-ColorName-Any-0.003,2021-01-27T00:05:07,PERLANCAR,latest,released,0.003,,WordList-ColorName-Any,"Wordlist from any Graphics::ColorNames::* module"
Simd-Avx512-20210122,2021-01-26T23:15:38,PRBRENAN,cpan,released,20210122,,Simd-Avx512,"Simd::Avx512 - Emulate SIMD instructions"
