release,date,author,status,maturity,version,first,distribution,abstract
Box-Calc-1.0203,2021-04-29T21:54:01,COLINK,backpan,released,1.0203,,Box-Calc,"Packing Algorithm"
String-TtyLength-0.03,2021-04-29T21:31:00,NEILB,latest,released,0.03,,String-TtyLength,"length or width of string excluding ANSI tty codes"
Lingua-Word-Parser-0.0806,2021-04-29T20:31:10,GENE,latest,released,0.0806,,Lingua-Word-Parser,"Parse a word into scored known and unknown parts"
LWP-UserAgent-Throttled-0.08,2021-04-29T18:18:11,NHORNE,latest,released,0.08,,LWP-UserAgent-Throttled,"Throttle requests to a site"
Event-1.28,2021-04-29T18:14:31,ETJ,latest,released,1.28,,Event,"Event loop processing"
Graphics-TIFF-12,2021-04-29T18:00:20,RATCLIFFE,cpan,released,12,,Graphics-TIFF,"Perl extension for the libtiff library"
Beekeeper-0.02_02,2021-04-29T16:40:39,JMICO,backpan,developer,0.02_02,,Beekeeper,"Framework for building applications with a microservices architecture"
Test2-Harness-1.000051,2021-04-29T14:58:47,EXODIST,backpan,released,1.000051,,Test2-Harness,"A new and improved test harness with better Test2 integration."
CallBackery-0.36.6,2021-04-29T13:55:53,OETIKER,cpan,released,v0.36.6,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
CallBackery-0.36.5,2021-04-29T13:36:50,OETIKER,cpan,released,v0.36.5,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Comment-Spell-0.001003,2021-04-29T13:22:40,NHORNE,cpan,released,0.001003,,Comment-Spell,"Spell Checking for your comments"
CallBackery-0.36.4,2021-04-29T13:06:24,OETIKER,cpan,released,v0.36.4,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Devel-NYTProf-6.08_001,2021-04-29T12:57:20,JKEENAN,backpan,developer,6.08_001,,Devel-NYTProf,"Powerful fast feature-rich Perl source code profiler"
Data-Enum-v0.2.0,2021-04-29T10:21:38,RRWO,backpan,released,v0.2.0,,Data-Enum,"fast, immutable enumeration classes"
FunctionalPerl-0.72.55-TRIAL,2021-04-29T09:24:38,PFLANZE,cpan,developer,v0.72.55,,FunctionalPerl,"FunctionalPerl - functional programming in Perl"
Data-Enum-v0.1.1,2021-04-29T08:23:13,RRWO,backpan,released,v0.1.1,,Data-Enum,"fast, immutable enumeration classes"
CryptX-0.072,2021-04-29T08:23:01,MIK,cpan,released,0.072,,CryptX,"Cryptographic toolkit"
Text-Minify-XS-v0.3.9,2021-04-29T07:48:25,RRWO,backpan,released,v0.3.9,,Text-Minify-XS,"Simple text minification"
Hash-RestrictedKeys-0.01,2021-04-29T07:19:00,LNATION,latest,released,0.01,1,Hash-RestrictedKeys,"restricted hash keys"
PDL-CCS-1.23.16,2021-04-29T06:58:41,MOOCOW,latest,released,v1.23.16,,PDL-CCS,"Sparse N-dimensional PDLs with compressed column storage"
CGI-Tiny-0.011,2021-04-29T06:14:14,DBOOK,backpan,released,0.011,,CGI-Tiny,"Common Gateway Interface, with no frills"
PDL-2.040_02,2021-04-29T04:56:45,ETJ,backpan,developer,2.040_02,,PDL,"Perl Data Language"
Test-PDL-0.16,2021-04-29T04:37:25,ETJ,latest,released,0.16,,Test-PDL,"Test Perl Data Language arrays (a.k.a. ndarrays) for equality"
CGI-Tiny-0.010,2021-04-29T03:16:25,DBOOK,backpan,released,0.010,,CGI-Tiny,"Common Gateway Interface, with no frills"
App-perlimports-0.000003,2021-04-29T03:03:11,OALDERS,cpan,released,0.000003,,App-perlimports,"Make implicit imports explicit"
Unicode-Confuse-0.05,2021-04-29T02:50:10,BKB,latest,released,0.05,,Unicode-Confuse,"Identify and replace Unicode confusables"
Template-Plugin-DataPrinter-0.015,2021-04-29T00:57:22,SDT,latest,released,0.015,,Template-Plugin-DataPrinter,"Template Toolkit dumper plugin using Data::Printer"
Unicode-Confuse-0.04,2021-04-29T00:11:17,BKB,backpan,released,0.04,,Unicode-Confuse,"Identify and replace Unicode confusables"
Perinci-Examples-Bin-Any-0.071,2021-04-29T00:05:50,PERLANCAR,latest,released,0.071,,Perinci-Examples-Bin-Any,"Perinci example scripts (using Perinci::CmdLine::Any)"
JSON-Create-0.33,2021-04-28T22:35:52,BKB,backpan,released,0.33,,JSON-Create,"Create JSON"
Beekeeper-0.02_01,2021-04-28T22:09:08,JMICO,backpan,developer,0.02_01,,Beekeeper,"Framework for building applications with a microservices architecture"
Data-Enum-v0.1.0,2021-04-28T22:05:03,RRWO,backpan,released,v0.1.0,1,Data-Enum,"fast, immutable enumeration classes"
XML-Atom-0.43,2021-04-28T20:40:29,MIYAGAWA,latest,released,0.43,,XML-Atom,"Atom feed and API implementation"
AnyEvent-Finger-0.12,2021-04-28T19:44:25,PLICEASE,latest,released,0.12,,AnyEvent-Finger,"Simple asynchronous finger client and server"
Archive-BagIt-0.074,2021-04-28T19:06:59,ART,cpan,released,0.074,,Archive-BagIt,"The main module to handle bags."
RT-Extension-ResetPassword-1.12,2021-04-28T18:41:23,BPS,latest,released,1.12,,RT-Extension-ResetPassword,"add ""forgot your password?"" link to RT instance"
Test-EOF-0.0804,2021-04-28T18:36:02,CSSON,latest,released,0.0804,,Test-EOF,"Check correct end of files in a project."
XML-XSH2-2.2.9,2021-04-28T18:24:18,CHOROBA,latest,released,v2.2.9,,XML-XSH2,"XML Editing Shell"
UUID-FFI-0.08,2021-04-28T17:28:30,PLICEASE,backpan,released,0.08,,UUID-FFI,"Universally Unique Identifiers FFI style"
Finance-Alpaca-0.9902,2021-04-28T17:18:35,SANKO,cpan,released,0.9902,,Finance-Alpaca,"Perl Wrapper for Alpaca's Commission-free Stock Trading API"
App-eachperl-0.03,2021-04-28T17:15:46,PEVANS,cpan,released,0.03,,App-eachperl,"a wrapper script for iterating multiple perl binaries"
Tree-Trek-20210425,2021-04-28T17:02:50,PRBRENAN,latest,released,20210425,1,Tree-Trek,"Trek through a tree one character at a time."
Redis-Transaction-0.02,2021-04-28T16:03:15,SHOGO,latest,released,0.02,,Redis-Transaction,"utilities for handling transactions of Redis"
FunctionalPerl-0.72.54,2021-04-28T15:37:18,PFLANZE,cpan,released,v0.72.54,,FunctionalPerl,"FunctionalPerl - functional programming in Perl"
Devel-OverloadInfo-0.007,2021-04-28T15:19:20,ILMARI,latest,released,0.007,,Devel-OverloadInfo,"introspect overloaded operators"
Hash-ExtendedKeys-0.02,2021-04-28T14:46:10,LNATION,latest,released,0.02,,Hash-ExtendedKeys,"Hash Keys"
Sub-Meta-0.12,2021-04-28T14:40:25,KFLY,cpan,released,0.12,,Sub-Meta,"handle subroutine meta information"
List-Keywords-0.03,2021-04-28T14:32:32,PEVANS,backpan,released,0.03,,List-Keywords,"a selection of list utility keywords"
PDL-2.040_01,2021-04-28T12:55:10,ETJ,backpan,developer,2.040_01,,PDL,"Perl Data Language"
Raisin-0.91,2021-04-28T10:48:47,RTKH,cpan,released,0.91,,Raisin,"A REST API microframework for Perl."
SPVM-0.0948,2021-04-28T07:08:04,KIMOTO,cpan,released,0.0948,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
CGI-Tiny-0.009,2021-04-28T07:05:15,DBOOK,backpan,released,0.009,,CGI-Tiny,"Common Gateway Interface, with no frills"
JSON-Create-0.32_01,2021-04-28T06:12:03,BKB,backpan,developer,0.32_01,,JSON-Create,"Create JSON"
Myriad-0.004,2021-04-28T05:29:13,DERIV,cpan,released,0.004,,Myriad,"async microservice framework"
Mojo-mysql-1.21,2021-04-28T03:16:08,JHTHORSEN,cpan,released,1.21,,Mojo-mysql,"Mojolicious and Async MySQL/MariaDB"
Mojolicious-Plugin-OpenAPI-4.03,2021-04-28T02:33:02,JHTHORSEN,cpan,released,4.03,,Mojolicious-Plugin-OpenAPI,"OpenAPI / Swagger plugin for Mojolicious"
JSON-Validator-4.17,2021-04-28T02:31:35,JHTHORSEN,cpan,released,4.17,,JSON-Validator,"Validate data against a JSON schema"
CGI-Tiny-0.008,2021-04-28T01:11:51,DBOOK,backpan,released,0.008,,CGI-Tiny,"Common Gateway Interface, with no frills"
Crypto-Exchange-Binance-Spot-API-0.05,2021-04-28T00:37:13,MICVU,latest,released,0.05,,Crypto-Exchange-Binance-Spot-API,"Crypto Exchange Binance Spot API"
Perinci-Examples-0.821,2021-04-28T00:05:35,PERLANCAR,latest,released,0.821,,Perinci-Examples,"Various examples of Rinci metadata"
List-Keywords-0.02,2021-04-27T22:10:26,PEVANS,backpan,released,0.02,,List-Keywords,"a selection of list utility keywords"
Devel-Hide-0.0014,2021-04-27T22:10:15,DCANTRELL,latest,released,0.0014,,Devel-Hide,"Forces the unavailability of specified Perl modules (for testing)"
Devel-NYTProf-6.08,2021-04-27T21:46:29,JKEENAN,backpan,released,6.08,,Devel-NYTProf,"Powerful fast feature-rich Perl source code profiler"
Net-FullAuto-1.0000579,2021-04-27T20:19:50,REEDFISH,backpan,released,1.0000579,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
Sub-Genius-0.06-TRIAL,2021-04-27T17:48:01,OODLER,cpan,developer,0.06,,Sub-Genius,"manage concurrent Perl semantics in the uniprocess execution model of perl."
Sub-Genius-0.05-TRIAL,2021-04-27T17:32:06,OODLER,cpan,developer,0.05,1,Sub-Genius,"manage concurrent Perl semantics in the uniprocess execution model of perl."
marc-moose-1.0.44,2021-04-27T17:29:23,FREDERICD,cpan,released,1.0.44,,marc-moose,"Moose based MARC records set of tools"
Test2-Harness-1.000050,2021-04-27T16:25:46,EXODIST,backpan,released,1.000050,,Test2-Harness,"A new and improved test harness with better Test2 integration."
Net-Statsd-Lite-v0.6.1,2021-04-27T15:56:01,RRWO,backpan,released,v0.6.1,,Net-Statsd-Lite,"A lightweight StatsD client that supports multimetric packets"
Plack-Middleware-Statsd-v0.4.7,2021-04-27T15:48:15,RRWO,backpan,released,v0.4.7,,Plack-Middleware-Statsd,"send statistics to statsd"
Catalyst-Plugin-DetachIfNotModified-v0.2.1,2021-04-27T15:46:48,RRWO,latest,released,v0.2.1,,Catalyst-Plugin-DetachIfNotModified,"Short-circuit requests with If-Modified-Since headers"
Dist-Zilla-Plugin-Alt-0.08,2021-04-27T15:37:40,PLICEASE,latest,released,0.08,,Dist-Zilla-Plugin-Alt,"Create Alt distributions with Dist::Zilla"
pyperl-1.0.2,2021-04-27T15:34:30,SHLOMIF,cpan,released,v1.0.2,,pyperl,"stub module for pleasing PAUSE"
List-Keywords-0.01,2021-04-27T14:31:07,PEVANS,backpan,released,0.01,1,List-Keywords,"a selection of list utility keywords"
Crypto-Exchange-Binance-Spot-API-0.04,2021-04-27T13:37:50,MICVU,cpan,released,0.04,,Crypto-Exchange-Binance-Spot-API,"Crypto Exchange Binance Spot API"
Crypto-Exchange-Binance-Spot-API-v0.03,2021-04-27T13:16:05,MICVU,cpan,released,v0.03,1,Crypto-Exchange-Binance-Spot-API,"Crypto Exchange Binance Spot API"
PDL-CCS-1.23.15,2021-04-27T12:04:36,MOOCOW,backpan,released,v1.23.15,,PDL-CCS,"Sparse N-dimensional PDLs with compressed column storage"
XS-Parse-Keyword-0.03,2021-04-27T11:56:41,PEVANS,backpan,released,0.03,,XS-Parse-Keyword,"XS functions to assist in parsing keyword syntax"
Crypto-API-0.04,2021-04-27T11:29:40,MICVU,latest,released,0.04,,Crypto-API,"Crypto API"
HTTP-API-Client-1.04,2021-04-27T11:26:48,MICVU,latest,released,1.04,,HTTP-API-Client,"API Client"
File-Which-1.26_01,2021-04-27T11:16:28,PLICEASE,backpan,developer,1.26_01,,File-Which,"Perl implementation of the which utility as an API"
Hash-ExtendedKeys-0.01,2021-04-27T10:15:34,LNATION,cpan,released,0.01,1,Hash-ExtendedKeys,"Hash Keys"
CGI-Session-ExpireSessions-1.14,2021-04-27T09:52:34,RSAVAGE,latest,released,1.14,,CGI-Session-ExpireSessions,"Expires CGI::Session db-based and file-based sessions"
Sub-Genius-TRIAL-0.04,2021-04-27T09:45:54,OODLER,cpan,released,0.04,,Sub-Genius-TRIAL,"manage concurrent Perl semantics in the uniprocess execution model of perl."
Graphics-TIFF-11,2021-04-27T09:43:04,RATCLIFFE,cpan,released,11,,Graphics-TIFF,"Perl extension for the libtiff library"
JSON-MaybeUTF8-2.000,2021-04-27T09:01:09,TEAM,latest,released,2.000,,JSON-MaybeUTF8,"Simple wrapper for explicit JSON Unicode text/UTF-8 byte functions"
Net-OpenNebula-0.316.0,2021-04-27T07:53:07,STDWEIRD,latest,released,0.316.0,,Net-OpenNebula,"Access OpenNebula RPC via Perl."
Catmandu-Store-MongoDB-0.0806,2021-04-27T07:23:32,NICS,latest,released,0.0806,,Catmandu-Store-MongoDB,"A searchable store backed by MongoDB"
Vote-Count-1.212-TRIAL,2021-04-27T07:13:12,BRAINBUZ,backpan,developer,1.212,,Vote-Count,"Toolkit for implementing voting methods."
Myriad-0.003,2021-04-27T06:59:14,DERIV,cpan,released,0.003,,Myriad,"async microservice framework"
Template-Plugin-DataPrinter-0.014,2021-04-27T06:33:42,SDT,cpan,released,0.014,,Template-Plugin-DataPrinter,"Template Toolkit dumper plugin using Data::Printer"
SPVM-0.0947,2021-04-27T06:18:40,KIMOTO,backpan,released,0.0947,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
CGI-Tiny-0.007,2021-04-27T06:00:43,DBOOK,backpan,released,0.007,,CGI-Tiny,"Common Gateway Interface, with no frills"
Beam-Wire-1.024,2021-04-27T04:19:11,PREACTION,cpan,released,1.024,,Beam-Wire,"Lightweight Dependency Injection Container"
Sub-Genius-TRIAL-0.03,2021-04-27T04:06:12,OODLER,cpan,released,0.03,,Sub-Genius-TRIAL,"module for managing concurrent Perl semantics in the uniprocess execution model of perl."
Sub-Genius-TRIAL-0.02,2021-04-27T03:54:44,OODLER,cpan,released,0.02,,Sub-Genius-TRIAL,"module for managing concurrent Perl semantics in the uniprocess execution model of perl."
Sub-Genius-TRIAL-0.01,2021-04-27T03:41:47,OODLER,cpan,released,0.01,1,Sub-Genius-TRIAL,"module for managing concurrent Perl semantics in the uniprocess execution model of perl."
PDL-2.040,2021-04-27T03:27:44,ETJ,backpan,released,2.040,,PDL,"Perl Data Language"
Net-Async-Redis-3.013,2021-04-27T02:30:05,TEAM,cpan,released,3.013,,Net-Async-Redis,"Redis support for IO::Async"
Mail-DMARC-1.20210427,2021-04-27T02:17:59,MBRADSHAW,latest,released,1.20210427,,Mail-DMARC,"Perl implementation of DMARC"
App-tt-0.18,2021-04-27T02:10:07,JHTHORSEN,latest,released,0.18,,App-tt,"Time tracking application"
Dist-Zilla-Plugin-CommentOut-0.05,2021-04-27T01:54:42,PLICEASE,latest,released,0.05,,Dist-Zilla-Plugin-CommentOut,"Comment out code in your scripts and modules"
Crypt-OpenSSL-VerifyX509-0.15,2021-04-27T00:32:26,TIMLEGGE,cpan,released,0.15,,Crypt-OpenSSL-VerifyX509,"simple certificate verification"
Pod-Weaver-Plugin-Acme-CPANModules-0.008,2021-04-27T00:05:35,PERLANCAR,backpan,released,0.008,,Pod-Weaver-Plugin-Acme-CPANModules,"Plugin to use when building Acme::CPANModules::* distribution"
Image-PNG-Libpng-0.57,2021-04-27T00:00:11,BKB,latest,released,0.57,,Image-PNG-Libpng,"Perl interface to libpng"
Image-PNG-Data-0.01,2021-04-26T23:56:05,BKB,latest,released,0.01,,Image-PNG-Data,"manipulate the image data part of PNGs"
Perl-PrereqScanner-Scanner-DistZilla-PluginBundle-0.001,2021-04-26T23:27:42,ASDAGO,latest,released,0.001,1,Perl-PrereqScanner-Scanner-DistZilla-PluginBundle,"scan for required plugins in Dist::Zilla plugin bundles"
Package-Checkpoint-0.01,2021-04-26T22:44:25,PLICEASE,latest,released,0.01,1,Package-Checkpoint,"Checkpoint the scalar, array and hash values in a package for later restoration"
Fork-Utils-0.04,2021-04-26T21:02:18,CDN,backpan,released,0.04,,Fork-Utils,"set of usefull methods to work with processes and signals"
Finance-Alpaca-0.9901,2021-04-26T21:00:51,SANKO,cpan,released,0.9901,,Finance-Alpaca,"Perl Wrapper for Alpaca's Commission-free Stock Trading API"
Fork-Utils-0.03,2021-04-26T20:34:04,CDN,backpan,released,0.03,,Fork-Utils,"set of usefull methods to work with processes and signals"
Fork-Utils-0.02,2021-04-26T20:14:51,CDN,backpan,released,0.02,,Fork-Utils,"set of usefull methods to work with processes and signals"
DataTables-0.08,2021-04-26T19:25:23,ASB,latest,released,0.08,,DataTables,"a server-side solution for the jQuery DataTables plugin"
Finance-Alpaca-0.9900,2021-04-26T17:44:22,SANKO,cpan,released,0.9900,1,Finance-Alpaca,"Perl Wrapper for Alpaca's Commission-free Stock Trading API"
SJIS2004-R2-0.07,2021-04-26T16:10:33,INA,latest,released,0.07,,SJIS2004-R2,"provides minimal SJIS2004 I/O subroutines by short name"
CP932NEC-R2-0.07,2021-04-26T16:10:22,INA,latest,released,0.07,,CP932NEC-R2,"provides minimal CP932NEC I/O subroutines by short name"
CP932IBM-R2-0.07,2021-04-26T16:10:16,INA,latest,released,0.07,,CP932IBM-R2,"provides minimal CP932IBM I/O subroutines by short name"
CP932X-R2-0.07,2021-04-26T16:08:49,INA,latest,released,0.07,,CP932X-R2,"provides minimal CP932X I/O subroutines by short name"
CP932-R2-0.07,2021-04-26T16:08:38,INA,latest,released,0.07,,CP932-R2,"provides minimal CP932 I/O subroutines by short name"
Test2-Harness-1.000049,2021-04-26T15:13:57,EXODIST,backpan,released,1.000049,,Test2-Harness,"A new and improved test harness with better Test2 integration."
Test2-Harness-UI-0.000060,2021-04-26T15:05:40,EXODIST,backpan,released,0.000060,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Text-Table-Any-0.104,2021-04-26T14:06:02,PERLANCAR,latest,released,0.104,,Text-Table-Any,"Generate text table using one of several backends"
PDL-CCS-1.23.14,2021-04-26T13:12:09,MOOCOW,backpan,released,v1.23.14,,PDL-CCS,"Sparse N-dimensional PDLs with compressed column storage"
Net-Z3950-FOLIO-v2.0.0,2021-04-26T13:01:15,MIRK,cpan,released,v2.0.0,,Net-Z3950-FOLIO,"Z39.50 server for FOLIO bibliographic data"
Image-SVG-Path-0.35,2021-04-26T12:20:36,BKB,backpan,released,0.35,,Image-SVG-Path,"read the ""d"" attribute of an SVG path"
Net-SNMP-Mixin-Dot1abLldp-0.18,2021-04-26T10:41:41,GAISSMAI,latest,released,0.18,,Net-SNMP-Mixin-Dot1abLldp,"mixin class for the Link Layer Discovery Protocol"
Crypt-PKCS10-2.002,2021-04-26T09:43:22,MRSCOTTY,latest,released,2.002,,Crypt-PKCS10,"parse PKCS #10 certificate requests"
Crypt-X509-0.54,2021-04-26T08:23:22,MRSCOTTY,latest,released,0.54,,Crypt-X509,"Parse a X.509 certificate"
App-ansifold-1.0801,2021-04-26T08:14:13,UTASHIRO,cpan,released,1.0801,,App-ansifold,"fold command handling ANSI terminal sequences"
Image-PNG-Libpng-0.56_01,2021-04-26T06:48:14,BKB,backpan,developer,0.56_01,,Image-PNG-Libpng,"Perl interface to libpng"
CallBackery-0.36.3,2021-04-26T06:38:12,OETIKER,cpan,released,v0.36.3,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Vote-Count-1.211-TRIAL,2021-04-26T06:17:47,BRAINBUZ,backpan,developer,1.211,,Vote-Count,"toolkit for implementing voting methods."
Vote-Count-1.21-TRIAL,2021-04-26T04:40:26,BRAINBUZ,backpan,developer,1.21,,Vote-Count,"toolkit for implementing voting methods."
Image-CairoSVG-0.13,2021-04-26T04:35:06,BKB,backpan,released,0.13,,Image-CairoSVG,"render SVG into a Cairo surface"
Geo-IP2Proxy-3.20,2021-04-26T03:39:18,LOCATION,latest,released,3.20,,Geo-IP2Proxy,"Reverse search of IP address to detect VPN servers, open proxies, web proxies, Tor exit nodes, search engine robots, data center ranges and residential proxies using IP2Proxy BIN databases. Other information available includes proxy type, country, state, city, ISP, domain name, usage type, AS number, AS name, threats, last seen date and provider names."
App-SQLiteUtils-0.002,2021-04-26T00:05:32,PERLANCAR,backpan,released,0.002,,App-SQLiteUtils,"Utilities related to SQLite"
Net-Statsd-Lite-v0.6.0,2021-04-25T22:08:53,RRWO,backpan,released,v0.6.0,,Net-Statsd-Lite,"A lightweight StatsD client that supports multimetric packets"
Workflow-1.54,2021-04-25T20:26:45,JONASBN,cpan,released,1.54,,Workflow,"Simple, flexible system to implement workflows"
CGI-Tiny-0.006,2021-04-25T18:49:05,DBOOK,backpan,released,0.006,,CGI-Tiny,"Common Gateway Interface, with no frills"
Plack-Middleware-RealIP-0.04,2021-04-25T17:54:18,SHERWIN,latest,released,0.04,,Plack-Middleware-RealIP,"Override client IP with header value provided by proxy/load balancer"
Perinci-Result-Format-Lite-0.279,2021-04-25T15:17:17,PERLANCAR,backpan,released,0.279,,Perinci-Result-Format-Lite,"Format enveloped result"
Acme-CPANModules-BrowsingTableInteractively-0.002,2021-04-25T15:15:50,PERLANCAR,backpan,released,0.002,,Acme-CPANModules-BrowsingTableInteractively,"Browsing table interactively"
Acme-CPANModules-BrowsingTableInteractively-0.001,2021-04-25T14:01:05,PERLANCAR,backpan,released,0.001,1,Acme-CPANModules-BrowsingTableInteractively,"Creating a palette of visually distinct colors"
Text-Table-TickitWidget-0.001,2021-04-25T13:43:04,PERLANCAR,latest,released,0.001,1,Text-Table-TickitWidget,"View table data on the terminal using Tickit::Widget::Table"
Text-Table-Any-0.103,2021-04-25T13:42:53,PERLANCAR,backpan,released,0.103,,Text-Table-Any,"Generate text table using one of several backends"
